Company,Model,Segment,Fuel,Power(HP),Torque(Nm),Displacement,Length,Width,Height,Wheelbase,Cargo Volume,Unladen Weight,Top Speed,Acceleration 0-62 Mph (0-100 kph),Combined mpg,Fuel capacity
PORSCHE,2024 Porsche Cayenne S,Medium SUV,Gasoline,474.0,600.0,3996.0,194.1,78.1,66.8,114.0,24.6,4762.0,170.0,5.0,19.0,23.8
PORSCHE,2018 Cayenne S,Medium SUV,Gasoline,440.0,550.0,1894.0,193.6,78.1,66.8,114.0,27.2,4453.0,165.0,5.2,25.0,19.8
PORSCHE,2024 Porsche Cayenne,Medium SUV,Gasoline,353.0,500.0,2995.0,194.1,86.4,66.9,114.0,24.6,4696.0,150.0,6.0,19.4,19.8
PORSCHE,2018 Porsche Cayenne,Medium SUV,Gasoline,340.0,450.0,2995.0,193.6,78.1,66.8,114.0,27.2,4376.0,152.0,6.2,25.6,19.8
PORSCHE,2024 Cayenne E-Hybrid Coupe,Medium SUV,Hybrid Gasoline,304.0,420.0,2995.0,194.1,84.6,66.8,114.0,22.1,5512.0,158.0,4.9,130.7,19.8
PORSCHE,PORSCHE 911 GT3 (992) (2021-Present),Coupe,Gasoline,510.0,470.0,3996.0,180.0,72.9,50.4,96.7,4.7,3126.0,199.0,3.8,17.7,16.9
PORSCHE,PORSCHE 911 GT3 (992) (2021-Present),Coupe,Gasoline,510.0,470.0,3996.0,180.0,72.9,50.4,96.7,4.7,3164.0,198.0,3.4,19.0,16.9
PORSCHE,PORSCHE 911 Targa 4 GTS (2021-Present),Coupe,Gasoline,480.0,570.0,2981.0,178.5,72.9,51.1,96.5,4.7,3715.0,191.0,3.5,23.8,17.7
PORSCHE,PORSCHE Panamera GTS (971) (2020-Present),Luxury,Gasoline,480.0,620.0,3996.0,198.9,76.3,55.8,116.1,17.5,4619.0,186.0,3.9,21.6,23.8
PORSCHE,PORSCHE 911 Targa 4 (992) (2020-Present),Coupe Cabrio,Gasoline,385.0,450.0,2981.0,177.9,72.9,51.1,96.5,4.7,3671.0,180.0,4.4,24.0,17.7
PORSCHE,PORSCHE Panamera (971) (2020-Present),Luxury,Gasoline,330.0,450.0,2894.0,198.8,76.3,56.0,116.1,17.5,4266.0,168.0,5.6,26.7,19.8
PORSCHE,PORSCHE Panamera 4 (971) (2020-Present),Luxury,Gasoline,330.0,450.0,2894.0,198.8,76.3,56.0,116.1,17.5,4354.0,167.0,5.3,26.7,19.8
PORSCHE,PORSCHE Panamera GTS Sport Turismo (971) (2020-Present),Luxury,Gasoline,480.0,620.0,3996.0,198.8,76.3,56.0,116.1,18.2,4663.0,181.0,3.9,21.2,23.8
PORSCHE,PORSCHE 911 Targa 4S (992) (2020-Present),Coupe,Gasoline,450.0,530.0,2981.0,177.9,72.9,51.1,96.5,4.7,3616.0,189.0,4.4,22.8,17.7
PORSCHE,PORSCHE 911 Targa 4S (992) (2020-Present),Coupe,Gasoline,450.0,530.0,2981.0,177.9,72.9,51.1,96.5,4.7,3693.0,189.0,3.6,23.8,17.7
PORSCHE,PORSCHE 911 Carrera S (992) (2019-Present),Coupe,Gasoline,450.0,530.0,2981.0,177.9,79.7,51.2,96.5,4.6,3428.0,191.0,4.2,23.3,16.9
PORSCHE,PORSCHE 911 Carrera Cabrio (992) (2019-Present),Roadster & Convertible,Gasoline,385.0,450.0,2981.0,177.9,79.7,51.1,96.5,4.6,3454.0,182.0,4.0,20.0,16.9
PORSCHE,PORSCHE 911 Carrera Coupe (992) (2019-Present),Coupe,Gasoline,385.0,450.0,2981.0,177.9,80.4,51.2,96.5,4.6,3454.0,182.0,4.0,20.0,16.9
PORSCHE,PORSCHE 911 Carrera 4S (992) (2018-Present),Coupe,Gasoline,450.0,530.0,2981.0,177.9,79.7,51.2,96.5,4.7,3450.0,191.0,3.4,26.1,17.7
PORSCHE,PORSCHE Macan (95B) (2018-Present),Medium SUV,Gasoline,245.0,370.0,1998.0,184.9,82.6,63.9,110.5,17.7,3957.0,140.0,6.5,29.0,17.2
PORSCHE,PORSCHE Cayenne Turbo (PO536) (2017-Present),Medium SUV,Gasoline,550.0,770.0,3999.0,193.9,78.1,65.9,114.0,26.3,4795.0,178.0,4.1,16.6,23.8
PORSCHE,2024 Porsche Cayenne Turbo E-Hybrid,Medium SUV,Hybrid Gasoline,599.0,800.0,3996.0,194.1,78.1,66.3,114.0,19.0,5666.0,183.0,3.7,117.6,18.5
PORSCHE,PORSCHE Macan T (2022-Present),Medium SUV,Gasoline,265.0,400.0,1984.0,186.1,75.9,63.2,110.5,16.2,4112.0,144.0,6.2,23.3,17.2
PORSCHE,2019 Porsche 718 Spyder,Roadster & Convertible,Gasoline,420.0,420.0,3995.0,174.4,78.5,49.5,97.8,4.2,3131.0,187.0,4.4,21.6,16.9
PORSCHE,PORSCHE Panamera 4S E-Hybrid (971) (2020-Present),Luxury,Hybrid Gasoline,440.0,550.0,2894.0,198.8,76.3,56.0,116.1,14.2,5071.0,185.0,3.7,106.9,21.1
PORSCHE,PORSCHE Panamera 4S E-Hybrid Executive (971) (2020-Present),Luxury,Hybrid Gasoline,440.0,550.0,2894.0,204.7,76.3,56.2,122.0,14.2,5302.0,185.0,3.8,102.3,21.1
PORSCHE,PORSCHE 718 Boxster S (982) (2016-Present),Roadster & Convertible,Gasoline,350.0,420.0,2497.0,172.4,70.9,50.4,97.4,9.7,2987.0,177.0,4.6,29.0,14.3
PORSCHE,PORSCHE 718 Boxster S (982) (2016-Present),Roadster & Convertible,Gasoline,350.0,420.0,2497.0,172.4,70.9,50.4,97.4,9.7,3053.0,177.0,4.4,32.2,14.3
PORSCHE,PORSCHE Panamera Turbo S Sport Turismo (971) (2020-Present),Luxury,Gasoline,630.0,820.0,3996.0,198.8,76.3,56.4,116.1,17.2,4872.0,196.0,3.1,21.2,23.8
PROTON,PROTON Preve (2011-Present),Compact,Gasoline,109.0,150.0,1597.0,178.9,70.3,60.0,104.3,17.9,2877.0,112.0,12.0,32.7,13.2
PROTON,PROTON Preve (2011-Present),Compact,Gasoline,109.0,150.0,1597.0,178.9,70.3,60.0,104.3,17.9,2921.0,106.0,12.5,29.4,13.2
QOROS,QOROS 3 Hatchbach (2014-Present),Compact,Gasoline,126.0,155.0,1598.0,174.7,72.4,56.9,105.9,14.2,2998.0,120.0,12.6,38.6,14.5
QOROS,QOROS 3 Hatchbach (2014-Present),Compact,Gasoline,126.0,155.0,1598.0,174.7,72.4,56.9,105.9,14.2,2910.0,120.0,11.6,37.3,14.5
QOROS,QOROS 3 Hatchbach (2014-Present),Compact,Gasoline,126.0,210.0,1598.0,174.7,72.4,56.9,105.9,14.2,3109.0,130.0,9.7,36.2,14.5
QOROS,QOROS 3 Sedan (2013-Present),Compact,Gasoline,126.0,155.0,1598.0,181.7,72.4,56.9,105.9,15.9,2998.0,122.0,12.6,39.2,14.5
QOROS,QOROS 3 Sedan (2013-Present),Compact,Gasoline,126.0,155.0,1598.0,181.7,72.4,56.9,105.9,15.9,2910.0,122.0,11.6,38.6,14.5
QOROS,QOROS 3 Sedan (2013-Present),Compact,Gasoline,156.0,210.0,1598.0,181.7,72.4,56.9,105.9,15.9,3109.0,135.0,9.7,36.8,14.5
QOROS,QOROS 3 Sedan (2013-Present),Compact,Gasoline,156.0,210.0,1598.0,181.7,72.4,56.9,105.9,15.9,2998.0,135.0,9.8,37.9,14.5
RENAULT,2024 Renault Arkana,Medium SUV,Mild Hybrid,140.0,260.0,1333.0,179.8,71.7,62.0,107.1,18.1,2945.0,108.0,9.8,40.6,13.2
RENAULT,2024 Renault Arkana,Medium SUV,Mild Hybrid,158.0,270.0,1333.0,179.8,71.7,62.0,107.1,18.1,2970.0,108.0,9.1,40.6,13.2
RENAULT,2024 Renault Arkana,Medium SUV,Hybrid Gasoline,94.0,148.0,1598.0,179.8,71.7,62.0,107.1,17.0,3164.0,107.0,10.8,50.0,13.2
RENAULT,2022 Renault Arkana,Medium SUV,Gasoline,140.0,260.0,1333.0,179.8,71.7,62.0,107.1,18.1,2945.0,127.0,9.8,40.6,13.2
RENAULT,2022 Renault Arkana,Medium SUV,Hybrid Gasoline,94.0,148.0,1598.0,179.8,71.7,62.0,107.1,18.1,3164.0,107.0,10.8,48.0,13.2
RENAULT,2020 Renault Arkana,Crossover,Gasoline,150.0,250.0,1332.0,178.9,80.6,62.0,107.1,17.9,3038.0,119.0,10.2,33.1,13.2
RENAULT,2020 Renault Arkana,Crossover,Gasoline,150.0,250.0,1332.0,178.9,80.6,62.0,107.1,17.9,3038.0,119.0,10.5,32.7,13.2
RENAULT,2020 Renault Arkana,Crossover,Gasoline,114.0,156.0,1598.0,178.9,80.6,62.0,107.1,17.9,3038.0,112.0,13.3,33.6,13.2
RENAULT,2020 Renault Arkana,Crossover,Gasoline,114.0,156.0,1598.0,178.9,80.6,62.0,107.1,17.9,3020.0,107.0,15.2,34.1,13.2
RENAULT,2020 Renault Clio,Small,Gasoline,100.0,160.0,999.0,159.4,70.8,56.7,101.7,13.8,2403.0,116.0,11.8,53.5,13.5
RENAULT,2020 Renault Clio,Small,Gasoline,130.0,240.0,1333.0,159.4,70.8,56.7,101.7,1.4,2297.0,124.0,9.0,45.2,13.5
RENAULT,RENAULT Captur (2019-Present),Compact,Gasoline,100.0,160.0,999.0,166.4,70.7,62.0,103.9,18.9,2624.0,107.0,13.3,39.9,12.7
RENAULT,RENAULT Captur (2019-Present),Compact,Gasoline,91.0,160.0,999.0,166.4,70.7,62.0,103.9,18.9,2776.0,104.0,14.0,40.6,12.7
RENAULT,RENAULT Captur (2019-Present),Compact,Gasoline,130.0,240.0,1333.0,166.4,70.7,62.0,103.9,18.9,2721.0,121.0,10.6,37.9,12.7
RENAULT,RENAULT Captur (2019-Present),Compact,Gasoline,140.0,260.0,1333.0,166.4,70.7,62.0,103.9,18.9,2945.0,122.0,10.3,41.3,12.7
RENAULT,RENAULT Captur (2019-Present),Compact,Gasoline,130.0,240.0,1333.0,166.4,70.7,62.0,103.9,18.9,2776.0,120.0,9.6,37.9,12.7
RENAULT,RENAULT Captur (2019-Present),Compact,Gasoline,140.0,260.0,1333.0,166.4,70.7,62.0,103.9,18.9,3016.0,122.0,9.2,39.9,12.7
RENAULT,RENAULT Captur (2019-Present),Compact,Gasoline,154.0,270.0,1333.0,166.4,70.7,62.0,103.9,18.9,2791.0,126.0,8.6,37.9,12.7
RENAULT,RENAULT Captur (2019-Present),Compact,Diesel,115.0,260.0,1461.0,166.4,70.7,62.0,103.9,18.9,2873.0,116.0,11.9,50.0,12.2
RENAULT,RENAULT Captur (2019-Present),Compact,Diesel,95.0,240.0,1461.0,166.4,70.7,62.0,103.9,18.9,2855.0,111.0,14.3,51.1,12.2
RENAULT,RENAULT Captur (2019-Present),Compact,Diesel,115.0,260.0,1461.0,166.4,70.7,62.0,103.9,18.9,2926.0,116.0,11.0,51.1,12.2
RENAULT,2019 Renault Koleos,Medium SUV,Diesel,150.0,340.0,1749.0,183.9,81.2,65.6,106.5,17.6,3710.0,118.0,11.8,43.6,15.9
RENAULT,2014 Renault Twingo,Mini,Gasoline,90.0,136.0,898.0,141.5,64.8,61.2,98.1,6.1,2079.0,103.0,10.8,54.7,9.2
RENAULT,2014 Renault Twingo,Mini,Gasoline,90.0,136.0,898.0,141.5,64.8,61.2,98.1,6.1,2189.0,103.0,10.8,49.0,9.2
RENAULT,2014 Renault Twingo,Mini,Gasoline,69.0,91.0,999.0,141.5,64.8,61.2,98.1,6.1,1905.0,94.0,14.5,52.3,9.2
RENAULT,2014 Renault Twingo,Mini,Gasoline,69.0,91.0,999.0,141.5,64.8,61.2,98.1,6.1,1907.0,94.0,14.5,56.0,9.2
RENAULT,RENAULT Twingo GT (2007-Present),Mini,Gasoline,101.0,145.0,1149.0,141.7,65.1,57.9,93.2,8.1,2161.0,117.0,9.8,39.9,10.6
RENAULT,RENAULT Scenic (2016-Present),Medium MPV,Gasoline,115.0,190.0,1198.0,173.5,73.5,65.1,107.6,17.5,3314.0,115.0,12.3,40.6,13.7
RENAULT,RENAULT Scenic (2016-Present),Medium MPV,Gasoline,130.0,205.0,1198.0,173.5,73.5,65.1,107.6,17.5,3318.0,121.0,11.4,40.6,13.7
RENAULT,RENAULT Scenic (2016-Present),Medium MPV,Gasoline,160.0,260.0,1330.0,173.5,73.5,65.1,107.6,17.5,3146.0,122.0,9.9,43.6,13.7
RENAULT,RENAULT Scenic (2016-Present),Medium MPV,Gasoline,160.0,260.0,1330.0,173.5,73.5,65.1,107.6,17.5,3433.0,130.0,9.3,43.6,13.7
RENAULT,RENAULT Scenic (2016-Present),Medium MPV,Diesel,110.0,260.0,1461.0,173.5,73.5,65.1,107.6,17.5,3474.0,114.0,12.4,58.8,13.7
RENAULT,RENAULT Scenic (2016-Present),Medium MPV,Diesel,110.0,260.0,1461.0,173.5,73.5,65.1,107.6,17.5,3318.0,114.0,12.4,60.3,13.7
RENAULT,RENAULT Scenic (2016-Present),Medium MPV,Diesel,95.0,240.0,1461.0,173.5,73.5,65.1,107.6,17.5,3318.0,109.0,13.7,60.3,13.7
RENAULT,RENAULT Scenic (2016-Present),Medium MPV,Diesel,130.0,320.0,1598.0,173.5,73.5,65.1,107.6,17.5,3560.0,121.0,11.4,52.3,13.7
RENAULT,RENAULT Scenic (2016-Present),Medium MPV,Diesel,160.0,380.0,1598.0,173.5,73.5,65.1,107.6,17.5,3558.0,129.0,9.6,52.3,13.7
RENAULT,RENAULT Grand Scenic (2016-Present),Medium MPV,Gasoline,115.0,190.0,1199.0,182.4,73.4,65.4,110.4,25.4,3318.0,121.0,12.5,38.6,14.0
RENAULT,RENAULT Grand Scenic (2016-Present),Medium MPV,Gasoline,130.0,205.0,1199.0,182.4,73.4,65.4,110.4,25.4,3318.0,121.0,11.6,38.6,14.0
RENAULT,RENAULT Grand Scenic (2016-Present),Medium MPV,Diesel,110.0,260.0,1461.0,182.4,73.4,65.4,110.4,25.4,3479.0,114.0,12.6,58.8,14.0
RENAULT,RENAULT Grand Scenic (2016-Present),Medium MPV,Diesel,110.0,260.0,1461.0,182.4,73.4,65.4,110.4,25.4,3532.0,184.0,12.6,58.8,14.0
RENAULT,RENAULT Grand Scenic (2016-Present),Medium MPV,Diesel,160.0,380.0,1598.0,182.4,73.4,65.4,110.4,25.4,3790.0,208.0,9.9,50.0,14.0
RENAULT,RENAULT Grand Scenic (2016-Present),Medium MPV,Diesel,130.0,320.0,1598.0,182.4,73.4,65.4,110.4,25.4,3560.0,121.0,11.6,51.1,14.0
RENAULT,2013 Renault Grand Scenic,Medium MPV,Gasoline,114.0,190.0,1198.0,180.0,72.6,64.8,109.1,22.8,3097.0,115.0,11.9,37.9,15.9
RENAULT,2013 Renault Grand Scenic,Medium MPV,Gasoline,129.0,205.0,1198.0,180.0,72.6,64.8,109.1,22.8,3097.0,118.0,10.7,36.8,15.9
RENAULT,2013 Renault Grand Scenic,Medium MPV,Diesel,110.0,240.0,1461.0,180.0,72.6,64.8,109.1,22.8,3236.0,112.0,13.6,50.0,15.9
RENAULT,2013 Renault Grand Scenic,Medium MPV,Diesel,110.0,240.0,1461.0,180.0,72.6,64.8,109.1,22.8,3190.0,112.0,12.8,57.4,15.9
RENAULT,2013 Renault Grand Scenic,Medium MPV,Diesel,129.0,320.0,1598.0,180.0,72.6,64.8,109.1,22.8,3305.0,121.0,10.5,54.7,15.9
RENAULT,RENAULT Megane Coupe - Cabrio (2014-Present),Compact,Gasoline,129.0,205.0,1198.0,176.6,71.3,56.5,102.7,19.8,3505.0,124.0,11.0,36.8,15.9
RENAULT,RENAULT Megane Coupe - Cabrio (2014-Present),Compact,Gasoline,140.0,195.0,1997.0,176.6,71.3,56.5,102.7,19.8,3560.0,118.0,11.7,29.4,15.9
RENAULT,RENAULT Megane Coupe - Cabrio (2014-Present),Compact,Diesel,110.0,240.0,1461.0,176.6,71.3,56.5,102.7,19.8,3549.0,118.0,13.2,49.0,15.9
RENAULT,RENAULT Megane Coupe - Cabrio (2014-Present),Compact,Diesel,110.0,240.0,1461.0,176.6,71.3,56.5,102.7,19.8,3505.0,118.0,12.4,52.3,15.9
RENAULT,RENAULT Megane Coupe - Cabrio (2014-Present),Compact,Diesel,131.0,320.0,1598.0,176.6,71.3,56.5,102.7,19.8,3549.0,127.0,10.8,53.5,15.9
RENAULT,RENAULT Scenic XMOD (2013-Present),Crossover,Gasoline,116.0,190.0,1196.0,172.1,72.6,65.2,106.5,19.6,3139.0,112.0,11.7,38.6,15.9
RENAULT,RENAULT Scenic XMOD (2013-Present),Crossover,Gasoline,131.0,205.0,1196.0,172.1,72.6,65.2,106.5,19.6,3294.0,118.0,11.4,36.8,15.9
RENAULT,RENAULT Scenic XMOD (2013-Present),Crossover,Diesel,110.0,240.0,1461.0,172.1,72.6,65.2,106.5,19.6,3261.0,112.0,13.4,50.0,15.9
RENAULT,RENAULT Scenic XMOD (2013-Present),Crossover,Diesel,110.0,260.0,1461.0,172.1,72.6,65.2,106.5,19.6,3188.0,112.0,12.5,51.1,15.9
RENAULT,RENAULT Scenic XMOD (2013-Present),Crossover,Diesel,110.0,260.0,1461.0,172.1,72.6,65.2,106.5,19.6,3212.0,112.0,12.5,57.4,15.9
RENAULT,RENAULT Scenic XMOD (2013-Present),Crossover,Diesel,131.0,320.0,1598.0,172.1,72.6,65.2,106.5,19.6,3331.0,121.0,10.3,53.5,15.9
RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Gasoline,170.0,270.0,1998.0,182.7,71.3,55.0,106.0,14.9,3262.8,136.7,9.2,26.7,17.4
RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Gasoline,204.0,300.0,1998.0,182.7,71.3,55.0,106.0,14.9,3148.2,144.1,7.8,28.6,17.4
RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Gasoline,240.0,330.0,3498.0,182.7,71.3,55.0,106.0,14.9,3355.4,151.6,7.4,23.5,17.4
RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Diesel,110.0,240.0,1461.0,182.7,71.3,55.0,106.0,14.9,3082.0,120.0,11.9,56.0,17.4
RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Diesel,150.0,340.0,1995.0,182.7,71.3,55.0,106.0,14.9,3276.0,130.4,9.5,43.6,17.4
RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Diesel,178.0,400.0,1995.0,182.7,71.3,55.0,106.0,14.9,3393.0,139.0,8.5,36.2,17.4
RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Diesel,150.0,340.0,1995.0,182.7,71.3,55.0,106.0,14.9,3393.0,131.0,9.8,34.6,17.4
RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Diesel,150.0,340.0,1995.0,182.7,71.3,55.0,106.0,14.9,3322.0,130.0,9.5,40.6,17.4
RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Diesel,235.0,450.0,2993.0,182.7,71.3,55.0,106.0,14.9,3593.5,150.0,7.3,32.7,17.4
RENAULT,RENAULT Latitude (2010-Present),Large,Gasoline,141.0,194.0,1998.0,192.8,72.12,58.38,108.74,16.48,3142.0,126.0,10.6,29.0,18.5
RENAULT,RENAULT Latitude (2010-Present),Large,Gasoline,141.0,194.0,1998.0,192.8,72.12,58.38,108.74,16.48,3296.0,116.0,11.9,28.3,18.5
RENAULT,RENAULT Latitude (2010-Present),Large,Gasoline,181.0,237.0,2496.0,192.8,72.12,58.38,108.74,16.48,3527.0,130.0,10.7,24.2,18.5
RENAULT,RENAULT Latitude (2010-Present),Large,Gasoline,237.0,329.0,3498.0,192.8,72.12,58.38,108.74,16.48,3560.0,145.0,8.4,22.4,18.5
RENAULT,RENAULT Latitude (2010-Present),Large,Diesel,110.0,240.0,1461.0,192.8,72.12,58.38,108.74,16.48,3142.0,116.0,12.4,47.0,18.5
RENAULT,RENAULT Latitude (2010-Present),Large,Diesel,173.0,380.0,1995.0,192.8,72.12,58.38,108.74,16.48,3571.0,130.0,10.9,36.2,18.5
RENAULT,RENAULT Latitude (2010-Present),Large,Diesel,150.0,339.0,1995.0,192.8,72.12,58.38,108.74,16.48,3384.0,130.5,10.3,44.38,18.5
RENAULT,RENAULT Latitude (2010-Present),Large,Diesel,173.0,380.0,1995.0,192.8,72.12,58.38,108.74,16.48,3384.0,136.7,9.2,44.77,18.5
RENAULT,RENAULT Latitude (2010-Present),Large,Diesel,241.0,449.0,2998.0,192.8,72.12,58.38,108.74,16.48,3649.0,146.02,7.6,32.67,18.5
SEAT,SEAT Arona (2021-Present),Small SUV,Gasoline,95.0,175.0,999.0,163.5,70.1,61.1,101.0,14.1,2447.0,113.0,11.5,43.6,10.6
SEAT,SEAT Arona (2021-Present),Small SUV,Gasoline,110.0,200.0,999.0,163.5,70.1,61.1,101.0,14.1,2515.0,118.0,10.3,44.4,10.6
SEAT,SEAT Arona (2021-Present),Small SUV,Gasoline,110.0,200.0,999.0,163.5,70.1,61.1,101.0,14.1,2553.0,118.0,10.1,39.9,10.6
SEAT,SEAT Arona (2021-Present),Small SUV,Gasoline,150.0,250.0,1498.0,163.5,70.1,61.1,101.0,14.1,2630.0,130.0,8.2,37.9,10.6
SEAT,SEAT Ibiza 5 Doors (2021-Present),Compact,Gasoline,80.0,93.0,999.0,159.8,70.1,56.9,100.9,12.5,2260.0,106.0,15.3,43.6,10.6
SEAT,SEAT Ateca (2020-Present),Small SUV,Diesel,150.0,340.0,1968.0,171.8,72.5,63.6,103.9,17.1,3269.0,124.0,8.8,50.0,14.5
SEAT,SEAT Leon SC 3-doors (2017-Present),Compact,Gasoline,115.0,200.0,999.0,167.2,71.3,56.9,81.1,13.4,2601.0,123.0,9.8,53.5,13.2
SEAT,SEAT Leon SC 3-doors (2017-Present),Compact,Gasoline,115.0,200.0,999.0,167.2,71.3,56.9,81.1,13.4,2652.0,126.0,9.8,53.5,13.2
SEAT,SEAT Leon SC 3-doors (2017-Present),Compact,Gasoline,86.0,160.0,1197.0,167.2,71.3,56.9,81.1,13.4,2575.0,111.0,12.2,46.1,13.2
SEAT,SEAT Leon SC 3-doors (2017-Present),Compact,Gasoline,110.0,175.0,1197.0,167.2,71.3,56.9,81.1,13.4,2630.0,121.0,10.1,48.0,13.2
SEAT,SEAT Leon SC 3-doors (2017-Present),Compact,Gasoline,125.0,200.0,1395.0,167.2,71.3,56.9,81.1,13.4,2674.0,126.0,9.2,45.2,13.2
SEAT,SEAT Altea (2009-Present),Medium MPV,Gasoline,105.0,175.0,1197.0,168.6,69.6,62.0,101.5,14.4,2998.0,114.0,11.3,41.3,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Gasoline,86.0,132.0,1390.0,168.6,69.6,62.0,101.5,14.4,2846.0,105.0,14.8,35.1,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Gasoline,125.0,199.0,1390.0,168.6,69.6,62.0,101.5,14.4,3007.0,120.0,10.3,36.7,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Gasoline,102.0,148.0,1595.0,168.6,69.6,62.0,101.5,14.4,2910.0,112.0,12.8,32.2,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Gasoline,160.0,249.0,1798.0,168.6,69.6,62.0,101.5,14.4,3086.0,130.0,8.4,33.1,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Gasoline,160.0,249.0,1798.0,168.6,69.6,62.0,101.5,14.4,3130.0,130.0,8.4,35.1,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Diesel,105.0,249.0,1598.0,168.6,69.6,62.0,101.5,14.4,3163.0,114.0,12.2,56.0,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Diesel,105.0,249.0,1598.0,168.6,69.6,62.0,101.5,14.4,3252.0,114.0,12.4,48.0,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Diesel,105.0,249.0,1896.0,168.6,69.6,62.0,101.5,14.4,3097.0,113.0,12.3,43.5,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Diesel,90.0,210.0,1896.0,168.6,69.6,62.0,101.5,14.4,3097.0,105.0,14.3,43.5,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Diesel,105.0,249.0,1896.0,168.6,69.6,62.0,101.5,14.4,3163.0,113.0,12.5,39.2,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Diesel,140.0,320.0,1968.0,168.6,69.6,62.0,101.5,14.4,3263.0,125.0,9.7,42.8,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Diesel,170.0,350.0,1968.0,168.6,69.6,62.0,101.5,14.4,3152.0,131.0,8.5,42.0,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Diesel,140.0,320.0,1968.0,168.6,69.6,62.0,101.5,14.4,3152.0,125.0,9.9,41.2,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Diesel,140.0,320.0,1968.0,168.6,69.6,62.0,101.5,14.4,3230.0,125.0,9.7,48.0,14.5
SEAT,SEAT Altea (2009-Present),Medium MPV,Diesel,140.0,320.0,1968.0,168.6,69.6,62.0,101.5,14.4,3230.0,125.0,9.8,39.2,14.5
SEAT,SEAT Alhambra (2010-Present),Medium MPV,Gasoline,150.0,240.0,1390.0,191.1,75.0,67.7,114.9,9.4,3739.0,122.4,10.7,32.7,18.5
SEAT,SEAT Alhambra (2010-Present),Medium MPV,Gasoline,150.0,240.0,1390.0,191.1,75.0,67.7,114.9,9.4,3946.0,122.0,9.9,30.9,18.5
SEAT,SEAT Alhambra (2010-Present),Medium MPV,Diesel,140.0,320.0,1968.0,191.1,75.0,67.7,114.9,9.4,4015.0,119.0,11.4,39.2,18.5
SEAT,SEAT Alhambra (2010-Present),Medium MPV,Diesel,140.0,320.0,1968.0,191.1,75.0,67.7,114.9,9.4,4081.0,119.0,10.9,41.3,18.5
SEAT,SEAT Alhambra (2010-Present),Medium MPV,Diesel,170.0,350.0,1968.0,191.1,75.0,67.7,114.9,9.4,3915.4,126.8,9.8,39.9,18.5
SEAT,SEAT Alhambra (2010-Present),Medium MPV,Diesel,116.0,281.0,1968.0,191.1,75.0,67.7,114.9,9.4,4019.0,114.0,12.6,42.0,18.5
SEAT,SEAT Alhambra (2010-Present),Medium MPV,Diesel,140.0,320.0,1968.0,191.1,75.0,67.7,114.9,9.4,3851.5,120.0,10.9,42.0,18.5
SEAT,SEAT Alhambra (2010-Present),Medium MPV,Diesel,170.0,350.0,1968.0,191.1,75.0,67.7,114.9,9.4,4061.0,129.0,9.5,40.6,18.5
SEAT,SEAT Leon Cupra (2013-Present),Compact,Gasoline,280.0,350.0,1984.0,166.8,71.3,56.0,102.2,13.4,3075.0,155.0,5.7,35.6,13.2
SEAT,SEAT Leon Cupra (2013-Present),Compact,Gasoline,280.0,350.0,1984.0,166.8,71.3,56.0,102.2,13.4,3133.0,155.0,5.7,36.8,13.2
SEAT,SEAT Leon Cupra (2013-Present),Compact,Gasoline,265.0,350.0,1984.0,166.8,71.3,56.0,102.2,13.4,3031.0,155.0,5.9,35.6,13.2
SEAT,SEAT Leon Cupra (2013-Present),Compact,Gasoline,280.0,350.0,1984.0,166.8,71.3,56.0,102.2,13.4,3031.0,155.0,5.8,35.6,13.2
SEAT,SEAT Leon Cupra (2013-Present),Compact,Gasoline,280.0,350.0,1984.0,166.8,71.3,56.0,102.2,13.4,3075.0,155.0,5.7,35.6,13.2
SEAT,SEAT Ibiza 5 doors (2017-Present),Compact,Gasoline,115.0,200.0,999.0,159.8,76.5,56.9,100.9,12.5,2452.0,120.0,9.6,57.4,10.6
SEAT,SEAT Ibiza 5 doors (2017-Present),Compact,Gasoline,150.0,250.0,1498.0,159.8,76.5,56.9,100.9,12.5,2445.0,136.0,8.2,48.0,10.6
