Company,Model,Segment,Fuel,Power(HP),Torque(Nm),Displacement,Length,Width,Height,Wheelbase,Cargo Volume,Unladen Weight,Top Speed,Acceleration 0-62 Mph (0-100 kph),Combined mpg,Fuel capacity
CITROEN,CITROEN DS5 (2011-Present),Compact,Diesel,163.0,340.0,1997.0,178.3,73.7,59.2,107.4,16.4,3560.0,132.0,9.8,39.9,15.9
CITROEN,CITROEN DS5 (2011-Present),Compact,Diesel,163.0,340.0,1997.0,178.3,73.7,59.2,107.4,16.4,3554.0,134.0,8.5,49.0,15.9
CITROEN,CITROEN DS5 (2011-Present),Compact,Hybrid Diesel,163.0,300.0,1997.0,178.3,73.7,59.2,107.4,16.4,3825.0,131.0,8.6,69.2,15.9
CITROEN,CITROEN C5 X (2021-Present),Crossover,Gasoline,131.0,230.0,1199.0,189.2,73.2,58.5,109.6,19.2,3292.0,130.0,11.3,39.2,14.0
CITROEN,2013 Citroen C-Elysee,Compact,Gasoline,72.0,110.0,1199.0,174.4,69.7,57.9,104.4,17.9,2326.0,99.0,14.2,44.4,13.2
CITROEN,2013 Citroen C-Elysee,Compact,Gasoline,116.0,150.0,1587.0,174.4,69.7,57.9,104.4,17.9,2568.0,117.0,10.8,30.2,13.2
CITROEN,2013 Citroen C-Elysee,Compact,Gasoline,116.0,150.0,1587.0,174.4,69.7,57.9,104.4,17.9,2568.0,117.0,9.4,36.2,13.2
CITROEN,2013 Citroen C-Elysee,Compact,Diesel,92.0,230.0,1560.0,174.4,69.7,57.9,104.4,17.9,2568.0,112.0,11.2,54.7,13.2
CITROEN,CITROEN DS4 (2010-Present),Medium,Gasoline,156.0,240.0,1598.0,168.3,71.3,60.0,102.8,12.7,2775.6,133.0,9.0,36.2,15.9
CITROEN,CITROEN DS4 (2010-Present),Medium,Gasoline,163.0,240.0,1598.0,168.3,71.3,60.0,102.8,12.7,3232.0,132.0,9.3,30.5,15.9
CITROEN,CITROEN DS4 (2010-Present),Medium,Gasoline,200.0,275.0,1598.0,168.3,71.3,60.0,102.8,12.7,2846.2,146.0,7.9,36.8,15.9
CITROEN,CITROEN DS4 (2010-Present),Medium,Gasoline,120.0,160.0,1598.0,168.3,71.3,60.0,102.8,12.7,2821.9,119.9,10.8,37.9,15.9
CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,114.0,270.0,1560.0,168.3,71.3,60.0,102.8,12.7,3124.0,118.0,12.4,54.7,15.9
CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,114.0,270.0,1560.0,168.3,71.3,60.0,102.8,12.7,3148.0,118.0,12.4,53.5,15.9
CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,94.0,229.0,1560.0,168.3,71.3,60.0,102.8,12.7,2978.0,112.0,14.3,53.5,15.9
CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,111.0,285.0,1560.0,168.3,71.3,60.0,102.8,12.7,2810.9,118.1,11.3,50.0,15.9
CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,163.0,339.0,1997.0,168.3,71.3,60.0,102.8,12.7,2855.0,131.7,8.6,46.1,15.9
CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,163.0,339.0,1997.0,168.3,71.3,60.0,102.8,12.7,3395.0,129.0,9.9,41.3,15.9
CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,136.0,320.0,1997.0,168.3,71.3,60.0,102.8,12.7,3298.0,127.0,9.4,48.0,15.9
CITROEN,2018 Citroen C5 Aircross,Large SUV,Gasoline,131.0,230.0,1199.0,177.2,77.5,66.5,107.5,20.5,3095.0,121.0,10.5,45.2,14.0
CITROEN,2018 Citroen C5 Aircross,Large SUV,Gasoline,181.0,250.0,1598.0,177.2,77.5,66.5,107.5,20.5,3153.0,136.0,8.2,41.3,14.0
CITROEN,2018 Citroen C5 Aircross,Large SUV,Diesel,131.0,300.0,1499.0,177.2,77.5,66.5,107.5,20.5,3153.0,117.0,10.4,57.4,14.0
CITROEN,2018 Citroen C5 Aircross,Large SUV,Diesel,131.0,300.0,1499.0,177.2,77.5,66.5,107.5,20.5,3153.0,117.0,10.6,58.8,14.0
CITROEN,2018 Citroen C5 Aircross,Large SUV,Diesel,178.0,400.0,1997.0,177.2,77.5,66.5,107.5,20.5,3395.0,131.0,8.6,50.0,14.0
CITROEN,CITROEN C5 Crosstourer (2014-Present),Large,Diesel,114.0,285.0,1560.0,190.6,73.2,58.1,110.8,18.8,3395.0,118.0,12.8,54.7,18.8
CITROEN,CITROEN C5 Crosstourer (2014-Present),Large,Diesel,114.0,254.0,1560.0,190.6,73.2,58.1,110.8,18.8,3391.0,116.0,11.9,51.1,18.8
CITROEN,CITROEN C5 Crosstourer (2014-Present),Large,Diesel,160.0,340.0,1997.0,190.6,73.2,58.1,110.8,18.8,3620.0,129.0,10.2,37.9,18.8
CITROEN,CITROEN C5 Crosstourer (2014-Present),Large,Diesel,140.0,340.0,1997.0,190.6,73.2,58.1,110.8,18.8,3516.0,127.0,10.0,46.1,18.8
CITROEN,CITROEN C5 Crosstourer (2014-Present),Large,Diesel,160.0,340.0,1997.0,190.6,73.2,58.1,110.8,18.8,3516.0,130.0,9.3,46.1,18.8
CUPRA,CUPRA Formentor (2020-Present),Crossover,Gasoline,310.0,480.0,2480.0,175.2,72.4,59.5,105.5,15.9,3545.0,155.0,4.2,23.3,14.5
DACIA,2023 Dacia Jogger,Large MPV,Liquefied Petroleum Gas (LPG),91.0,160.0,999.0,179.0,70.2,64.2,114.1,21.4,2696.0,109.0,12.5,30.9,13.2
DACIA,2023 Dacia Jogger,Large MPV,Liquefied Petroleum Gas (LPG),91.0,160.0,999.0,179.0,70.2,64.2,114.1,21.4,2760.0,109.0,13.2,30.2,13.2
DACIA,2023 Dacia Jogger,Large MPV,Hybrid Gasoline,94.0,148.0,1598.0,179.0,70.2,64.2,114.1,25.0,2992.0,104.0,9.8,49.0,13.2
DACIA,2023 Dacia Jogger,Large MPV,Hybrid Gasoline,94.0,148.0,1598.0,179.0,70.2,64.2,114.1,25.0,3053.0,104.0,10.0,48.0,13.2
DACIA,DACIA Logan MCV Stepway (2017-Present),Compact,Gasoline,90.0,140.0,898.0,178.3,69.4,62.6,103.7,20.2,2732.0,106.0,11.1,46.1,13.2
DACIA,DACIA Logan MCV Stepway (2017-Present),Compact,Gasoline,90.0,140.0,898.0,178.3,69.4,62.6,103.7,20.2,2721.0,106.0,11.1,46.1,13.2
DACIA,DACIA Logan MCV Stepway (2017-Present),Compact,Diesel,90.0,220.0,1461.0,178.3,69.4,62.6,103.7,20.2,2879.0,106.0,12.2,60.3,13.2
DACIA,DACIA Logan MCV Stepway (2017-Present),Compact,Diesel,95.0,220.0,1461.0,178.3,69.4,62.6,103.7,20.2,2910.0,111.0,12.6,60.3,13.2
DACIA,DACIA Lodgy (2012-Present),Medium MPV,Gasoline,116.0,190.0,1198.0,177.1,68.9,66.3,110.6,29.2,2793.0,111.0,10.6,44.0,13.2
DACIA,DACIA Lodgy (2012-Present),Medium MPV,Gasoline,82.0,134.0,1598.0,177.1,68.9,66.3,110.6,29.2,2568.0,99.0,14.5,41.0,13.2
DACIA,DACIA Lodgy (2012-Present),Medium MPV,Diesel,90.0,201.0,1461.0,177.1,68.9,66.3,110.6,29.2,2822.0,105.0,12.4,62.0,13.2
DACIA,DACIA Lodgy (2012-Present),Medium MPV,Diesel,110.0,240.0,1461.0,177.1,68.9,66.3,110.6,29.2,2822.0,109.0,11.6,59.0,13.2
DAIHATSU,DAIHATSU Cuore (2007-Present),Small,Gasoline,69.0,94.0,998.0,136.6,58.0,60.2,98.0,7.4,1653.0,93.0,14.1,42.8,9.5
DAIHATSU,DAIHATSU Cuore (2007-Present),Small,Gasoline,69.0,94.0,998.0,136.6,58.0,60.2,98.0,7.4,1631.0,99.0,11.1,53.5,9.5
DATSUN,DATSUN Mi-Do (2014-Present),Small,Gasoline,88.0,140.0,1598.0,155.5,66.9,59.1,97.5,8.5,2557.0,103.0,14.3,30.5,13.2
DATSUN,DATSUN Mi-Do (2014-Present),Small,Gasoline,106.0,148.0,1596.0,155.5,66.9,59.1,97.5,8.5,2557.0,112.0,10.5,35.6,13.2
DATSUN,DATSUN Mi-Do (2014-Present),Small,Gasoline,88.0,140.0,1598.0,155.5,66.9,59.1,97.5,8.5,2557.0,106.0,12.0,33.6,13.2
DATSUN,DATSUN on-Do (2014-Present),Compact,Gasoline,82.0,132.0,1596.0,170.7,66.9,59.1,97.5,18.7,2557.0,103.0,14.4,30.5,13.2
DATSUN,DATSUN on-Do (2014-Present),Compact,Gasoline,106.0,148.0,1596.0,170.7,66.9,59.1,97.5,18.7,2557.0,114.0,10.5,35.6,13.2
DATSUN,DATSUN on-Do (2014-Present),Compact,Gasoline,82.0,132.0,1596.0,170.7,66.9,59.1,97.5,18.7,2557.0,103.0,12.9,31.8,13.2
DODGE,DODGE Challenger SRT (2015-Present),Coupe,Gasoline,717.0,881.0,6166.0,197.7,75.7,57.1,116.0,16.2,4160.0,199.0,3.2,16.0,18.5
DODGE,DODGE Challenger SRT (2015-Present),Coupe,Gasoline,717.0,881.0,6166.0,197.7,75.7,57.1,116.0,16.2,4438.0,197.0,3.3,16.0,18.5
DODGE,DODGE Challenger SRT (2015-Present),Coupe,Gasoline,492.0,644.0,6410.0,197.7,75.7,57.1,116.0,16.2,4160.0,179.0,4.9,17.0,18.5
DODGE,DODGE Challenger SRT (2015-Present),Coupe,Gasoline,492.0,644.0,6410.0,197.7,75.7,57.1,116.0,16.2,4251.0,177.0,5.0,18.0,18.5
DS AUTOMOBILES,2018 Citroen DS 3 Crossback,Crossover,Gasoline,102.0,205.0,1199.0,162.1,70.5,60.4,100.7,12.4,2579.0,115.0,10.9,50.0,10.8
DS AUTOMOBILES,2018 Citroen DS 3 Crossback,Crossover,Gasoline,131.0,230.0,1199.0,162.1,70.5,60.4,100.7,12.4,2657.0,122.0,9.2,48.0,10.8
DS AUTOMOBILES,2018 Citroen DS 3 Crossback,Crossover,Gasoline,155.0,240.0,1199.0,162.1,70.5,60.4,100.7,12.4,2657.0,129.0,8.2,43.6,10.8
DS AUTOMOBILES,2018 Citroen DS 3 Crossback,Crossover,Diesel,102.0,250.0,1499.0,162.1,70.5,60.4,100.7,12.4,2657.0,112.0,11.4,63.6,10.8
DS AUTOMOBILES,2018 Citroen DS 3 Crossback,Crossover,Diesel,110.0,250.0,1499.0,162.1,70.5,60.4,100.7,12.4,2657.0,121.0,9.7,52.3,10.8
DS AUTOMOBILES,2018 Citroen DS 3 Crossback,Crossover,Diesel,130.0,300.0,1499.0,162.1,70.5,60.4,100.7,12.4,2657.0,121.0,9.9,49.0,10.8
DS AUTOMOBILES,DS AUTOMOBILES DS 5 (2016-Present),Compact,Gasoline,165.0,240.0,1598.0,178.3,73.7,59.3,107.4,16.5,3150.0,126.0,9.7,39.9,15.9
DS AUTOMOBILES,DS AUTOMOBILES DS 5 (2016-Present),Compact,Gasoline,210.0,285.0,1598.0,178.3,73.7,59.3,107.4,16.5,3153.0,146.0,8.8,37.9,15.9
DS AUTOMOBILES,DS AUTOMOBILES DS 5 (2016-Present),Compact,Diesel,120.0,300.0,1598.0,178.3,73.7,59.3,107.4,16.5,3161.0,117.0,11.9,57.4,15.9
DS AUTOMOBILES,DS AUTOMOBILES DS 5 (2016-Present),Compact,Diesel,120.0,300.0,1598.0,178.3,73.7,59.3,107.4,16.5,3148.0,119.0,11.7,61.9,15.9
DS AUTOMOBILES,DS AUTOMOBILES DS 5 (2016-Present),Compact,Diesel,150.0,370.0,1997.0,178.3,73.7,59.3,107.4,16.5,3389.0,130.0,10.6,54.7,15.9
DS AUTOMOBILES,DS AUTOMOBILES DS 5 (2016-Present),Compact,Diesel,180.0,400.0,1997.0,178.3,73.7,59.3,107.4,16.5,3395.0,137.0,9.2,54.7,15.9
DS AUTOMOBILES,DS AUTOMOBILES DS 5 (2016-Present),Compact,Hybrid Diesel,163.0,300.0,1997.0,178.3,73.7,59.3,107.4,11.5,3660.0,131.0,8.6,54.7,15.9
DS AUTOMOBILES,DS AUTOMOBILES DS 4 (2021-Present),Compact,Gasoline,181.0,250.0,1598.0,173.2,73.5,58.7,105.3,15.2,3131.0,143.0,8.0,36.2,13.7
DS AUTOMOBILES,DS AUTOMOBILES DS 4 (2021-Present),Compact,Gasoline,225.0,300.0,1598.0,173.2,73.5,58.7,105.3,15.2,3131.0,146.0,7.9,35.6,13.7
DS AUTOMOBILES,DS AUTOMOBILES DS 4 (2021-Present),Compact,Diesel,130.0,300.0,1499.0,173.2,73.5,58.7,105.3,15.2,3117.0,126.0,10.9,49.0,14.0
FIAT,Fiat 500C Abarth,Compact,Gasoline,135.0,206.0,1368.0,139.6,64.1,58.3,90.6,6.4,2535.0,127.0,7.9,36.2,9.2
FIAT,FIAT 500 X (2018-Present),Crossover,Gasoline,120.0,190.0,999.0,167.9,79.7,62.8,101.2,12.4,2910.0,117.0,10.9,40.6,14.5
FIAT,FIAT 500 X (2018-Present),Crossover,Gasoline,150.0,270.0,1332.0,167.9,79.7,62.8,101.2,12.4,2910.0,124.0,9.1,38.6,14.5
FIAT,FIAT 500 X (2018-Present),Crossover,Gasoline,110.0,152.0,1598.0,167.9,79.7,62.8,101.2,12.4,2811.0,112.0,11.5,35.1,12.7
FIAT,FIAT 500 X (2018-Present),Crossover,Diesel,95.0,200.0,1248.0,167.9,79.7,62.8,101.2,12.4,2910.0,107.0,13.5,56.0,14.5
FIAT,FIAT 500 X (2018-Present),Crossover,Diesel,120.0,320.0,1598.0,167.9,79.7,62.8,101.2,12.4,2910.0,107.0,13.5,50.0,14.5
FIAT,FIAT 500 X (2018-Present),Crossover,Diesel,120.0,320.0,1598.0,167.9,79.7,62.8,101.2,12.4,2910.0,107.0,13.5,50.0,14.5
FIAT,FIAT Doblo (2015-Present),Medium MPV,Gasoline,95.0,127.0,1368.0,173.5,72.1,74.6,108.5,27.9,3020.0,100.0,15.4,32.7,15.9
FIAT,FIAT Doblo (2015-Present),Medium MPV,Gasoline,120.0,206.0,1368.0,173.5,72.1,74.6,108.5,27.9,3120.0,107.0,12.3,32.7,15.9
FIAT,FIAT Doblo (2015-Present),Medium MPV,Diesel,90.0,200.0,1598.0,173.5,72.1,74.6,108.5,27.9,3153.0,98.0,15.4,47.0,15.9
FIAT,FIAT Doblo (2015-Present),Medium MPV,Diesel,105.0,290.0,1598.0,173.5,72.1,74.6,108.5,27.9,3153.0,102.0,13.4,45.2,15.9
FIAT,FIAT Doblo (2015-Present),Medium MPV,Diesel,90.0,200.0,1598.0,173.5,72.1,74.6,108.5,27.9,3153.0,98.0,14.9,42.8,15.9
FIAT,FIAT Doblo (2015-Present),Medium MPV,Diesel,135.0,320.0,1956.0,173.5,72.1,74.6,108.5,27.9,3263.0,111.0,11.3,39.9,15.9
FIAT,FIAT Doblo (2015-Present),Medium MPV,Natural Gas,120.0,206.0,1368.0,173.5,72.1,74.6,108.5,27.9,3395.0,107.0,12.3,31.8,5.8
FIAT,FIAT Panda (2011-Present),Compact,Gasoline,86.0,145.0,875.0,143.7,64.6,61.0,90.6,7.9,2150.0,110.0,11.2,56.0,9.8
FIAT,FIAT Panda (2011-Present),Compact,Gasoline,69.0,102.0,1242.0,143.8,64.7,61.1,90.6,7.9,2072.0,102.0,14.2,45.0,9.8
FIAT,FIAT Panda (2011-Present),Compact,Diesel,75.0,190.0,1248.0,143.8,64.7,61.1,90.6,7.9,2282.0,104.0,12.8,60.0,9.8
FIAT,FIAT Tipo 5 Doors (2016-Present),Compact,Gasoline,110.0,152.0,1598.0,172.0,60.7,58.8,103.9,15.5,3064.0,119.0,10.1,52.3,13.2
FIAT,FIAT Tipo 5 Doors (2016-Present),Compact,Diesel,120.0,320.0,1598.0,172.0,60.7,58.8,103.9,15.5,3064.0,124.0,10.1,52.3,13.2
FIAT,FIAT 124 Spider (2016-Present),Roadster & Convertible,Gasoline,140.0,240.0,1368.0,159.6,68.5,48.5,90.9,4.9,2480.0,133.0,7.6,35.6,11.9
FIAT,FIAT 124 Spider (2016-Present),Roadster & Convertible,Gasoline,140.0,240.0,1368.0,159.6,68.5,48.5,90.9,4.9,2480.0,134.0,7.5,30.0,11.9
FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,106.0,145.0,875.0,168.1,70.9,66.1,102.8,14.5,2778.0,107.0,12.6,46.1,13.2
FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,86.0,201.0,1248.0,168.1,70.9,66.1,102.8,14.5,2855.0,98.0,16.1,56.0,13.2
FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,95.0,127.0,1368.0,168.1,70.9,66.1,102.8,14.5,2745.0,103.0,13.2,36.8,13.2
FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,120.0,216.0,1368.0,168.1,70.9,66.1,102.8,14.5,2778.0,114.0,11.0,33.6,13.2
FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,106.0,320.0,1598.0,168.1,70.9,66.1,102.8,14.5,3020.0,114.0,11.5,49.0,13.2
FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,106.0,320.0,1598.0,168.1,70.9,66.1,102.8,14.5,3020.0,114.0,11.5,49.0,13.2
FIAT,2013 Fiat 500L Trekking,Crossover,Gasoline,106.0,320.0,1598.0,168.1,70.9,66.1,102.8,14.5,3009.0,109.0,12.0,50.0,13.2
FIAT,2013 Fiat 500L Trekking,Crossover,Natural Gas,120.0,216.0,1368.0,168.1,70.9,66.1,102.8,14.5,2778.0,107.0,12.6,25.8,13.2
FIAT,2014 Fiat Panda Cross,Crossover,Gasoline,90.0,145.0,875.0,145.9,65.4,64.5,90.6,7.9,2403.0,104.0,12.0,50.0,9.2
FIAT,2014 Fiat Panda Cross,Crossover,Diesel,80.0,190.0,1248.0,145.9,65.4,64.5,90.6,7.9,2546.0,99.0,14.3,50.0,9.2
FIAT,FIAT 500L (2017-Present),Small MPV,Gasoline,105.0,145.0,875.0,167.0,70.2,65.3,102.8,14.5,2943.0,112.0,12.3,49.0,13.2
FIAT,FIAT 500L (2017-Present),Small MPV,Gasoline,95.0,200.0,1248.0,167.0,70.2,65.3,102.8,14.5,3053.0,105.0,14.8,60.3,13.2
FIAT,FIAT 500L (2017-Present),Small MPV,Gasoline,95.0,200.0,1248.0,167.0,70.2,65.3,102.8,14.5,3053.0,106.0,13.9,57.4,13.2
FIAT,FIAT 500L (2017-Present),Small MPV,Gasoline,120.0,215.0,1368.0,167.0,70.2,65.3,102.8,14.5,3053.0,117.0,10.6,48.0,13.2
FIAT,FIAT 500L (2017-Present),Small MPV,Gasoline,95.0,127.0,1368.0,167.0,70.2,65.3,102.8,14.5,2910.0,111.0,12.8,38.6,13.2
FIAT,FIAT Tipo / Egea (2015-Present),Compact,Gasoline,95.0,127.0,1368.0,178.4,70.6,58.9,103.8,18.4,2535.0,115.0,11.5,41.3,11.9
FIAT,FIAT Tipo / Egea (2015-Present),Compact,Gasoline,110.0,152.0,1598.0,178.4,70.6,58.9,103.8,18.4,2657.0,119.0,11.2,37.3,11.9
FIAT,FIAT Tipo / Egea (2015-Present),Compact,Diesel,95.0,200.0,1248.0,178.4,70.6,58.9,103.8,18.4,2657.0,112.0,11.7,56.0,11.9
FIAT,FIAT Tipo Station Wagon (2016-Present),Compact,Gasoline,120.0,215.0,1368.0,180.0,70.6,59.6,103.9,19.4,3241.0,124.0,10.3,50.0,13.2
FIAT,FIAT Tipo Station Wagon (2016-Present),Compact,Diesel,95.0,200.0,1248.0,180.0,70.6,59.6,103.9,19.4,3197.0,112.0,12.3,63.6,13.2
FIAT,FIAT Tipo Station Wagon (2016-Present),Compact,Diesel,120.0,320.0,1598.0,180.0,70.6,59.6,103.9,19.4,3241.0,124.0,10.1,63.6,13.2
FIAT,FIAT Tipo Station Wagon (2016-Present),Compact,Diesel,120.0,320.0,1598.0,180.0,70.6,59.6,103.9,19.4,3241.0,124.0,10.1,69.2,13.2
FIAT,FIAT 500L Living (2013-Present),Medium MPV,Gasoline,105.0,145.0,875.0,171.3,68.1,65.7,102.8,22.5,2844.0,112.0,12.5,49.0,13.2
FIAT,FIAT 500L Living (2013-Present),Medium MPV,Gasoline,120.0,216.0,1368.0,171.3,68.1,65.7,102.8,22.5,3075.0,117.0,10.3,34.1,13.2
FIAT,FIAT 500L Living (2013-Present),Medium MPV,Diesel,105.0,320.0,1568.0,171.3,68.1,65.7,102.8,22.5,3241.0,112.0,11.8,52.3,13.2
FIAT,FIAT 500L Living (2013-Present),Medium MPV,Diesel,120.0,320.0,1368.0,171.3,68.1,65.7,102.8,22.5,3252.0,117.0,10.9,51.1,13.2
FORD,FORD Focus Active Wagon (2021-Present),Compact,Gasoline,280.0,420.0,2261.0,184.1,72.8,58.6,106.3,20.9,3411.0,155.0,5.8,28.3,13.7
FORD,FORD Focus Active Wagon (2021-Present),Compact,Gasoline,280.0,420.0,2261.0,184.1,72.8,58.6,106.3,20.9,3446.0,155.0,5.8,28.7,13.7
FORD,FORD Focus ST (2021-Present),Compact,Gasoline,280.0,420.0,2261.0,173.0,72.8,57.2,106.3,12.6,3333.0,155.0,5.7,30.2,13.7
FORD,FORD Focus ST (2021-Present),Compact,Gasoline,280.0,420.0,2261.0,173.0,72.8,57.2,106.3,12.6,3371.0,155.0,5.7,30.2,13.7
FORD,FORD Focus (2021-Present),Compact,Gasoline,100.0,170.0,999.0,172.5,71.9,57.9,106.3,13.8,2767.0,116.0,12.1,43.6,13.7
FORD,FORD Focus (2021-Present),Compact,Gasoline,125.0,170.0,999.0,172.5,71.9,57.9,106.3,13.8,2767.0,124.0,10.2,43.6,13.7
FORD,FORD Mustang Shelby GT350 (2015-Present),Coupe,Gasoline,533.0,582.0,5163.0,188.3,75.9,54.2,107.1,13.5,3796.0,155.0,4.4,16.0,16.1
FORD,FORD Kuga (2019-Present),Small SUV,Gasoline,150.0,240.0,1498.0,178.4,82.1,66.7,105.9,16.1,3717.0,124.0,10.1,31.4,14.3
FORD,FORD Kuga (2019-Present),Small SUV,Gasoline,120.0,240.0,1498.0,178.4,82.1,66.7,105.9,16.1,3481.0,112.0,12.5,37.3,14.3
FORD,FORD Kuga (2019-Present),Small SUV,Gasoline,150.0,240.0,1498.0,178.4,82.1,66.7,105.9,16.1,3481.0,121.0,9.7,37.3,14.3
FORD,FORD Kuga (2019-Present),Small SUV,Diesel,120.0,270.0,1499.0,178.4,82.1,66.7,105.9,16.1,3538.0,106.0,12.4,49.0,14.3
FORD,FORD Kuga (2019-Present),Small SUV,Diesel,120.0,270.0,1499.0,178.4,82.1,66.7,105.9,16.1,3508.0,107.0,12.7,53.5,14.3
FORD,FORD Kuga (2019-Present),Small SUV,Diesel,150.0,370.0,1997.0,178.4,82.1,66.7,105.9,16.1,3783.0,119.0,9.9,45.2,14.3
FORD,FORD Kuga (2019-Present),Small SUV,Diesel,180.0,400.0,1997.0,178.4,82.1,66.7,105.9,16.1,3783.0,124.0,10.0,45.2,14.3
FORD,FORD Kuga (2019-Present),Small SUV,Diesel,150.0,370.0,1997.0,178.4,82.1,66.7,105.9,16.1,3752.0,119.0,9.9,45.2,14.3
FORD,FORD Kuga (2019-Present),Small SUV,Diesel,180.0,400.0,1997.0,178.4,82.1,66.7,105.9,16.1,3752.0,126.0,9.2,45.2,14.3
FORD,FORD Fusion (2018-Present),Compact,Gasoline,181.0,251.0,1507.0,191.8,83.5,58.1,112.2,16.0,3472.0,133.0,9.1,27.0,16.5
FORD,FORD Fusion (2018-Present),Compact,Hybrid,188.0,175.0,1999.0,191.8,83.5,58.1,112.2,12.0,3668.0,112.0,9.5,42.0,14.0
FORD,FORD EcoSport (2017-Present),Small SUV,Gasoline,125.0,170.0,999.0,161.3,69.5,65.1,99.2,20.9,2919.0,112.0,11.6,25.0,13.6
FORD,FORD EcoSport (2017-Present),Small SUV,Gasoline,125.0,170.0,999.0,161.3,69.5,65.1,99.2,11.8,2919.0,112.0,11.6,40.6,13.6
FORD,FORD EcoSport (2017-Present),Small SUV,Gasoline,125.0,170.0,999.0,161.3,69.5,65.1,99.2,11.8,2822.0,112.0,12.7,45.2,13.6
FORD,FORD EcoSport (2017-Present),Small SUV,Gasoline,140.0,180.0,999.0,161.3,69.5,65.1,99.2,11.8,2822.0,117.0,11.8,45.2,13.6
FORD,FORD EcoSport (2017-Present),Small SUV,Diesel,125.0,300.0,1499.0,161.3,69.5,65.1,99.2,11.8,3210.0,112.0,10.9,52.3,13.6
FORD,FORD EcoSport (2017-Present),Small SUV,Diesel,100.0,215.0,1499.0,161.3,69.5,65.1,99.2,11.8,2840.0,99.0,14.0,57.4,13.6
FORD,FORD Fiesta 3 doors (2017-Present),Small,Gasoline,100.0,170.0,998.0,159.1,68.3,58.1,98.1,10.3,2610.0,112.0,12.2,45.2,11.1
FORD,FORD Fiesta 3 doors (2017-Present),Small,Gasoline,100.0,170.0,998.0,159.1,68.3,58.1,98.1,10.3,2522.0,114.0,10.5,54.7,11.1
FORD,FORD Fiesta 3 doors (2017-Present),Small,Gasoline,125.0,170.0,998.0,159.1,68.3,58.1,98.1,10.3,2522.0,121.0,9.9,54.7,11.1
FORD,FORD Fiesta 3 doors (2017-Present),Small,Gasoline,140.0,180.0,998.0,159.1,68.3,58.1,98.1,10.3,2522.0,126.0,9.0,52.3,11.1
FORD,FORD Fiesta 3 doors (2017-Present),Small,Gasoline,70.0,110.0,1117.0,159.1,68.3,58.1,98.1,10.3,2443.0,99.0,14.9,50.0,11.1
FORD,FORD Fiesta 3 doors (2017-Present),Small,Gasoline,85.0,110.0,1117.0,159.1,68.3,58.1,98.1,10.3,2443.0,106.0,14.0,50.0,11.1
FORD,FORD Fiesta 3 doors (2017-Present),Small,Gasoline,70.0,110.0,1117.0,159.1,68.3,58.1,98.1,10.3,2454.0,99.0,14.9,53.5,11.1
FORD,FORD Fiesta 3 doors (2017-Present),Small,Gasoline,85.0,110.0,1117.0,159.1,68.3,58.1,98.1,10.3,2454.0,106.0,14.0,53.5,11.1
FORD,FORD Fiesta 3 doors (2017-Present),Small,Diesel,85.0,215.0,1498.0,159.1,68.3,58.1,98.1,10.3,2553.0,109.0,12.5,67.2,11.1
FORD,FORD Fiesta 3 doors (2017-Present),Small,Diesel,120.0,270.0,1498.0,159.1,68.3,58.1,98.1,10.3,2619.0,121.0,9.0,67.2,11.1
FORD,FORD Fiesta 3 doors (2017-Present),Small,Diesel,85.0,215.0,1498.0,159.1,68.3,58.1,98.1,10.3,2564.0,109.0,12.5,69.2,11.1
FORD,FORD Puma (2019-Present),Crossover,Gasoline,125.0,170.0,999.0,164.8,71.1,60.5,101.9,18.5,2657.0,119.0,10.0,52.3,11.1
FORD,FORD Puma (2019-Present),Crossover,Gasoline,125.0,200.0,999.0,164.8,71.1,60.5,101.9,18.5,2923.0,116.0,10.2,48.0,11.1
FORD,FORD Puma (2019-Present),Crossover,Diesel,120.0,285.0,1499.0,164.8,71.1,60.5,101.9,18.5,2972.0,115.0,10.3,61.9,11.1
FORD,FORD Puma (2019-Present),Crossover,Mild Hybrid,125.0,210.0,999.0,164.8,71.1,60.5,101.9,18.5,2657.0,119.0,9.8,54.7,11.1
FORD,FORD Puma (2019-Present),Crossover,Mild Hybrid,155.0,240.0,999.0,164.8,71.1,60.5,101.9,16.1,2657.0,124.0,9.0,42.0,11.1
FORD,2021 Ford Puma ST,Crossover,Gasoline,200.0,320.0,1497.0,166.4,71.1,60.4,101.9,16.1,2994.0,137.0,6.7,34.1,11.9
FORD,2021 Ford Puma ST,Crossover,Gasoline,170.0,200.0,999.0,166.4,71.1,60.4,101.9,16.1,3073.0,137.0,6.7,34.1,11.1
