ID,Company,Model,Segment,Fuel,Power(HP),Torque(Nm),Displacement,Length,Width,Height,Wheelbase,Cargo Volume,Unladen Weight,Top Speed,Acceleration 0-62 Mph (0-100 kph),Combined mpg,Fuel capacity,Partition
1307,AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Gasoline,272.0,400.0,2995.0,182.1,73.0,54.4,108.3,11.3,4244.0,155.0,6.3,30.2,16.6,Antrenament
1308,AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,190.0,400.0,1968.0,182.1,73.0,54.4,108.3,11.3,3935.0,145.0,8.2,49.0,16.6,Antrenament
1309,BMW,BMW 4-Series Convertible (G23) (2020-Present),Coupe Cabrio,Mild Hybrid Diesel,190.0,400.0,1995.0,187.7,72.9,54.5,112.2,13.6,4079.0,147.0,7.6,52.3,15.6,Antrenament
1310,JAGUAR,JAGUAR F-Type Convertible (2020-Present),Coupe Cabrio,Gasoline,575.0,700.0,5000.0,176.0,75.7,51.5,103.2,8.2,3887.0,186.0,3.7,22.0,18.5,Antrenament
1311,OPEL,2013 Opel Cascada Coupe Cabrio,Coupe Cabrio,Gasoline,140.0,201.0,1362.0,184.9,72.4,56.8,106.1,9.9,3750.0,129.0,10.9,36.8,14.8,Antrenament
1312,AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,190.0,400.0,1968.0,182.1,73.0,54.4,108.3,11.3,4079.0,144.0,7.9,46.1,16.6,Antrenament
1313,AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,177.0,380.0,1968.0,182.1,73.0,54.4,108.3,11.3,3957.0,137.0,8.5,43.6,16.6,Antrenament
1314,MERCEDES BENZ,MERCEDES BENZ C-Class (A205) (2018-Present),Coupe Cabrio,Gasoline,333.0,480.0,2996.0,184.5,71.3,55.5,111.8,4.1,3935.0,155.0,5.2,28.7,17.4,Antrenament
1315,MERCEDES BENZ,MERCEDES BENZ SLC-Class (R172) (2016-Present),Coupe Cabrio,Gasoline,183.0,300.0,1991.0,162.7,71.3,51.2,95.7,10.1,3263.0,147.0,6.9,41.3,15.9,Antrenament
1316,MAZDA,MAZDA MX-5 / Miata Roadster Coupe (2012-Present),Coupe Cabrio,Gasoline,126.0,167.0,1798.0,158.3,67.7,49.4,91.7,5.3,2315.0,123.0,9.9,33.1,13.2,Antrenament
1317,MERCEDES BENZ,MERCEDES BENZ C-Class (A205) (2018-Present),Coupe Cabrio,Diesel,245.0,500.0,1950.0,184.5,71.3,55.5,111.8,4.1,3847.0,155.0,6.3,45.2,13.2,Antrenament
1318,AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,177.0,380.0,1968.0,182.1,73.0,54.4,108.3,11.3,3869.0,137.0,8.3,47.0,16.6,Antrenament
1319,AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,245.0,500.0,2967.0,182.1,73.0,54.4,108.3,11.3,4233.0,155.0,6.3,39.9,16.6,Antrenament
1320,JAGUAR,JAGUAR F-Type Convertible (2020-Present),Coupe Cabrio,Gasoline,450.0,580.0,5000.0,176.0,75.7,51.5,103.2,8.2,3660.0,177.0,4.6,22.2,18.5,Antrenament
1321,BMW,BMW 4-Series Convertible (G23) (2020-Present),Coupe Cabrio,Gasoline,184.0,300.0,1998.0,187.7,72.9,54.5,112.2,13.6,3891.0,147.0,8.2,38.6,15.6,Test
1322,AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,177.0,380.0,1968.0,182.1,73.0,54.4,108.3,11.3,3814.0,138.0,8.8,48.0,16.6,Test
1323,JAGUAR,JAGUAR F-Type Convertible (2020-Present),Coupe Cabrio,Gasoline,380.0,460.0,2995.0,176.0,75.7,51.5,103.2,8.2,3675.0,171.0,4.9,27.4,18.5,Test
1324,MERCEDES BENZ,MERCEDES BENZ C-Class (A205) (2018-Present),Coupe Cabrio,Gasoline,156.0,250.0,1595.0,184.5,71.3,55.5,111.8,4.1,3472.0,137.0,8.9,36.2,13.2,Test
1325,MERCEDES BENZ,MERCEDES BENZ SL 63 AMG (R231) (2016-Present),Coupe Cabrio,Gasoline,585.0,900.0,5461.0,182.3,73.9,51.8,101.8,12.9,4068.0,155.0,4.1,23.3,19.8,Test
1326,Mercedes-AMG,Mercedes-AMG SL-Class AMG (2021-Present),Coupe Cabrio,Gasoline,585.0,800.0,3982.0,185.2,75.4,53.3,106.3,7.5,4343.0,196.0,3.6,18.5,18.5,Test
1327,Mercedes-AMG,Mercedes-AMG SL-Class AMG (2021-Present),Coupe Cabrio,Mild Hybrid,381.0,480.0,1991.0,185.2,75.4,53.3,106.3,7.5,3990.0,171.0,4.9,26.4,18.5,Test
1328,Mercedes-AMG,Mercedes-AMG SL-Class AMG (2021-Present),Coupe Cabrio,Gasoline,476.0,700.0,3982.0,185.2,75.4,53.3,106.3,7.5,4299.0,183.0,3.9,18.5,18.5,Test
1329,MAZDA,MAZDA MX-5 / Miata RF (2016-Present),Coupe Cabrio,Gasoline,160.0,200.0,1998.0,154.1,68.3,48.2,90.9,4.6,2491.0,134.0,7.4,35.6,11.9,Test
1330,JAGUAR,JAGUAR F-Type Convertible (2020-Present),Coupe Cabrio,Gasoline,380.0,460.0,2995.0,176.0,75.7,51.5,103.2,8.2,3849.0,171.0,5.1,26.4,18.5,Test
1331,AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Gasoline,226.0,350.0,1984.0,182.1,73.0,54.4,108.3,11.3,3990.0,149.0,7.2,34.1,16.6,Test
1332,AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Diesel,190.0,400.0,1968.0,182.1,73.0,54.4,108.3,11.3,4012.0,140.0,8.3,50.0,16.6,Test
1333,OPEL,2013 Opel Cascada Coupe Cabrio,Coupe Cabrio,Gasoline,200.0,281.0,1598.0,184.9,72.4,56.8,106.1,9.9,3821.0,146.0,8.9,34.6,14.8,Test
1334,OPEL,2013 Opel Cascada Coupe Cabrio,Coupe Cabrio,Diesel,165.0,350.0,1956.0,184.9,72.4,56.8,106.1,9.9,4004.0,135.0,10.3,45.2,14.8,Test
1335,BMW,BMW 4-Series Convertible (G23) (2020-Present),Coupe Cabrio,Mild Hybrid,374.0,500.0,2998.0,187.8,72.9,54.9,112.2,13.6,4332.0,155.0,4.9,31.8,15.6,Test
1336,OPEL,2013 Opel Cascada Coupe Cabrio,Coupe Cabrio,Gasoline,170.0,260.0,1598.0,184.9,72.4,56.8,106.1,9.9,3821.0,138.0,9.6,37.3,14.8,Test
1337,PORSCHE,PORSCHE 911 Targa 4 (992) (2020-Present),Coupe Cabrio,Gasoline,385.0,450.0,2981.0,177.9,72.9,51.1,96.5,4.7,3671.0,180.0,4.4,24.0,17.7,Test
1338,AUDI,AUDI A5 Cabriolet (2012-Present),Coupe Cabrio,Gasoline,170.0,320.0,1798.0,182.1,73.0,54.4,108.3,11.3,3814.0,132.0,8.9,37.9,16.6,Test
1339,BMW,BMW 4-Series Convertible (G23) (2020-Present),Coupe Cabrio,Gasoline,258.0,400.0,1998.0,187.7,72.9,54.5,112.2,13.6,3946.0,155.0,6.2,36.8,15.6,Test
1340,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Gasoline,231.0,300.0,2296.0,178.3,72.4,66.5,108.5,15.9,4034.5,130.6,7.6,23.1,15.6,Antrenament
1341,LAND ROVER,LAND ROVER Discovery - LR4 (2013-Present),Premium SUV,Diesel,256.0,601.0,2998.0,190.1,85.7,74.1,113.6,44.5,5666.0,112.0,9.3,29.4,22.8,Antrenament
1342,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,170.0,400.0,2143.0,178.3,72.4,66.5,108.5,15.9,4145.0,127.0,8.8,37.0,15.6,Antrenament
1343,BMW,2024 BMW X6 M Competition,Premium SUV,Mild Hybrid,625.0,750.0,4395.0,194.8,79.5,66.7,117.0,20.5,5225.0,155.0,3.9,18.2,21.9,Antrenament
1344,BMW,2020 BMW X6,Premium SUV,Diesel,400.0,760.0,2993.0,194.3,78.9,66.8,117.1,20.5,5148.0,155.0,5.2,32.7,21.9,Antrenament
1345,BMW,2020 BMW X5 M,Premium SUV,Gasoline,600.0,750.0,4395.0,194.4,79.3,68.8,117.0,23.0,5093.0,155.0,3.9,18.1,21.9,Antrenament
1346,Mercedes-AMG,2017 Mercedes-AMG GLS 63,Premium SUV,Gasoline,585.0,760.0,5461.0,202.0,76.1,72.8,121.1,24.0,5688.0,155.0,4.6,19.1,26.4,Antrenament
1347,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,170.0,400.0,2143.0,178.3,72.4,66.5,108.5,15.9,4244.0,127.0,8.8,37.0,15.6,Antrenament
1348,BMW,2024 BMW X5 M Competition,Premium SUV,Mild Hybrid,625.0,750.0,4395.0,194.8,79.3,69.4,117.0,23.0,5291.0,155.0,3.9,18.0,21.9,Antrenament
1349,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Gasoline,231.0,300.0,2996.0,178.3,72.4,66.5,108.5,15.9,3042.0,130.0,7.6,23.0,15.6,Antrenament
1350,BMW,2020 BMW X6 M,Premium SUV,Gasoline,600.0,750.0,4395.0,194.5,79.5,66.6,117.0,20.5,5060.0,155.0,3.9,18.5,21.9,Antrenament
1351,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,143.0,350.0,2143.0,178.3,72.4,66.5,108.5,15.9,4061.0,118.0,10.8,39.2,15.6,Antrenament
1352,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,170.0,400.0,2143.0,178.3,72.4,66.5,108.5,15.9,4244.0,127.0,8.8,37.0,15.6,Antrenament
1353,LAND ROVER,LAND ROVER Discovery - LR4 (2013-Present),Premium SUV,Gasoline,340.0,450.0,2998.0,190.1,85.7,74.1,113.6,44.5,5655.0,121.0,8.1,29.4,22.8,Antrenament
1354,BMW,2020 BMW X6,Premium SUV,Diesel,265.0,620.0,2993.0,194.3,78.9,66.8,117.1,20.5,4817.0,143.0,6.5,35.6,21.9,Antrenament
1355,BMW,2020 BMW X5 M,Premium SUV,Gasoline,625.0,750.0,4395.0,194.4,79.3,68.8,117.0,23.0,5093.0,155.0,3.8,18.1,21.9,Antrenament
1356,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Gasoline,306.0,370.0,3498.0,178.3,72.4,66.5,108.5,15.9,4068.0,148.0,6.5,27.0,15.6,Antrenament
1357,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,143.0,350.0,2143.0,178.3,72.4,66.5,108.5,15.9,4023.0,121.0,10.3,42.0,15.6,Antrenament
1358,BMW,2024 BMW X6,Premium SUV,Mild Hybrid,530.0,750.0,4395.0,195.3,78.9,66.7,117.1,20.5,5104.0,155.0,4.3,19.1,21.9,Antrenament
1359,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,143.0,350.0,2143.0,178.3,72.4,66.5,108.5,15.9,4023.0,121.0,10.3,42.0,15.6,Antrenament
1360,BMW,2024 BMW X6,Premium SUV,Mild Hybrid,380.0,520.0,2998.0,195.3,78.9,66.7,117.1,20.5,4773.0,155.0,5.4,24.5,21.9,Antrenament
1361,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,224.0,540.0,2987.0,178.3,72.4,66.5,108.5,15.9,4144.7,124.3,7.5,29.8,15.6,Test
1362,BMW,2020 BMW X6,Premium SUV,Gasoline,340.0,450.0,2998.0,194.3,78.9,66.8,117.1,20.5,5093.0,155.0,5.5,27.4,21.9,Test
1363,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,265.0,620.0,2987.0,178.3,72.4,66.5,108.5,15.9,4244.0,144.0,6.4,34.0,15.6,Test
1364,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,143.0,350.0,2143.0,178.3,72.4,66.5,108.5,15.9,4068.0,118.0,10.8,39.0,15.6,Test
1365,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,170.0,400.0,2143.0,178.3,72.4,66.5,108.5,15.9,4068.0,127.0,8.7,41.0,15.6,Test
1366,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,170.0,400.0,2143.0,178.3,72.4,66.5,108.5,15.9,4023.0,127.0,8.5,42.0,15.6,Test
1367,BMW,2020 BMW X6,Premium SUV,Hybrid Diesel,340.0,700.0,2993.0,194.3,78.9,66.8,117.1,20.5,4828.0,152.0,5.5,37.9,21.1,Test
1368,BMW,2020 BMW X6,Premium SUV,Gasoline,530.0,750.0,4395.0,194.3,78.9,66.8,117.1,20.5,5093.0,155.0,4.3,22.0,21.9,Test
1369,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,204.0,400.0,2143.0,178.3,72.4,66.5,108.5,15.9,4244.0,127.0,8.8,37.0,15.6,Test
1370,BMW,2020 BMW X6 M,Premium SUV,Gasoline,625.0,750.0,4395.0,194.5,79.5,66.6,117.0,20.5,5060.0,155.0,3.8,18.5,21.9,Test
1371,BMW,2024 BMW X6,Premium SUV,Mild Hybrid Diesel,286.0,650.0,2993.0,195.3,78.9,66.7,117.1,20.5,4894.0,145.0,6.1,29.8,21.1,Test
1372,MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,204.0,500.0,2143.0,178.3,72.4,66.5,108.5,15.9,4244.0,130.0,8.0,37.0,15.6,Test
1373,MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Gasoline,131.0,240.0,1332.0,177.1,73.2,71.3,106.9,18.4,3265.0,114.0,11.6,35.1,14.3,Antrenament
1374,BMW,2020 BMW 8 Series Gran Coupe,Upper Premium,Gasoline,530.0,750.0,4395.0,200.1,76.1,55.4,119.0,15.5,4564.0,155.0,3.9,23.5,18.0,Antrenament
1375,BMW,2020 BMW 8 Series Gran Coupe,Upper Premium,Gasoline,340.0,500.0,2998.0,200.1,76.1,55.4,119.0,15.5,4134.0,155.0,5.2,31.4,18.0,Antrenament
1376,BMW,2020 BMW 8 Series Gran Coupe,Upper Premium,Diesel,320.0,680.0,2993.0,200.1,76.1,55.4,119.0,15.5,4409.0,155.0,5.1,37.3,18.0,Antrenament
1377,BMW,BMW 7 Series (2022-Present),Upper Premium,Mild Hybrid Diesel,286.0,650.0,2993.0,212.2,76.8,60.8,126.6,17.7,4806.0,155.0,5.8,38.6,19.5,Antrenament
1378,BMW,BMW 7 Series (2022-Present),Upper Premium,Mild Hybrid,380.0,520.0,2998.0,212.2,76.8,60.8,126.6,17.7,4608.0,155.0,5.4,30.2,19.5,Antrenament
1379,MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Diesel,116.0,270.0,1461.0,177.1,73.2,71.3,106.9,18.4,3446.0,109.0,13.6,42.0,14.3,Antrenament
1380,MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Gasoline,131.0,240.0,1332.0,177.1,73.2,71.3,106.9,18.4,3377.0,114.0,11.6,35.6,14.3,Antrenament
1381,BMW,2020 BMW 8 Series Gran Coupe,Upper Premium,Gasoline,340.0,500.0,2998.0,200.1,76.1,55.4,119.0,15.5,4255.0,155.0,4.9,30.2,18.0,Test
1382,MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Diesel,95.0,260.0,1461.0,177.1,73.2,71.3,106.9,18.4,3534.0,103.0,15.3,42.8,14.3,Test
1383,MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Gasoline,102.0,200.0,1332.0,177.1,73.2,71.3,106.9,18.4,3265.0,104.0,14.7,35.1,14.3,Test
1384,MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Diesel,95.0,260.0,1461.0,177.1,73.2,71.3,106.9,18.4,3441.0,102.0,15.1,44.4,14.3,Test
1385,MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Diesel,116.0,270.0,1461.0,177.1,73.2,71.3,106.9,18.4,3534.0,109.0,13.2,42.8,14.3,Test
1386,TOYOTA,TOYOTA Verso-S (2010-Present),Small MPV,Gasoline,99.0,125.0,1329.0,157.1,66.7,62.8,100.4,15.2,2524.0,106.0,13.3,42.8,11.1,Antrenament
1387,BMW,BMW 2 Series Active Tourer (2021-Present),Small MPV,Diesel,150.0,360.0,1995.0,172.7,71.8,62.0,105.1,16.6,3571.0,137.0,8.8,44.4,11.9,Antrenament
1388,NISSAN,NISSAN Cube (2008-Present),Small MPV,Gasoline,110.0,153.0,1598.0,156.7,66.7,65.7,99.6,9.0,2403.0,109.0,11.3,35.6,11.9,Antrenament
1389,NISSAN,NISSAN Cube (2008-Present),Small MPV,Gasoline,109.0,148.0,1498.0,156.7,66.7,65.7,99.6,9.0,2668.0,106.0,12.6,40.6,11.9,Antrenament
1390,TOYOTA,TOYOTA Verso-S (2010-Present),Small MPV,Gasoline,99.0,125.0,1329.0,157.1,66.7,62.8,100.4,15.2,2535.0,103.0,13.7,45.2,11.1,Antrenament
1391,VOLKSWAGEN,VOLKSWAGEN Touran (2015-Present),Small MPV,Gasoline,150.0,249.0,1395.0,178.2,72.0,65.3,109.9,29.5,3040.0,130.0,8.9,40.6,15.3,Antrenament
1392,VOLKSWAGEN,VOLKSWAGEN Touran (2015-Present),Small MPV,Gasoline,180.0,250.0,1798.0,178.2,72.0,65.3,109.9,29.5,3232.0,135.0,8.3,37.9,15.3,Antrenament
1393,FIAT,FIAT 500L (2017-Present),Small MPV,Gasoline,95.0,127.0,1368.0,167.0,70.2,65.3,102.8,14.5,2910.0,111.0,12.8,38.6,13.2,Antrenament
1394,FIAT,FIAT 500L (2017-Present),Small MPV,Gasoline,105.0,145.0,875.0,167.0,70.2,65.3,102.8,14.5,2943.0,112.0,12.3,49.0,13.2,Antrenament
1395,VOLKSWAGEN,VOLKSWAGEN Touran (2015-Present),Small MPV,Diesel,150.0,340.0,1968.0,178.2,72.0,65.3,109.9,29.5,3422.0,129.0,9.3,53.5,15.3,Antrenament
1396,TOYOTA,TOYOTA Verso-S (2010-Present),Small MPV,Diesel,90.0,205.0,1364.0,157.1,66.7,62.8,100.4,15.2,2668.0,109.0,12.1,54.7,11.1,Antrenament
1397,VOLKSWAGEN,VOLKSWAGEN Touran (2015-Present),Small MPV,Gasoline,110.0,175.0,1197.0,178.2,72.0,65.3,109.9,29.5,3166.0,117.0,11.3,42.8,15.3,Antrenament
1398,TOYOTA,TOYOTA Verso-S (2010-Present),Small MPV,Diesel,90.0,205.0,1364.0,157.1,66.7,62.8,100.4,15.2,2679.0,109.0,13.0,53.5,11.1,Antrenament
1399,BMW,BMW 2 Series Active Tourer (2021-Present),Small MPV,Mild Hybrid,204.0,320.0,1998.0,172.7,71.8,62.0,105.1,16.6,3571.0,150.0,7.0,35.6,11.9,Antrenament
1400,BMW,BMW 2 Series Active Tourer (2021-Present),Small MPV,Mild Hybrid,156.0,230.0,1499.0,172.7,71.8,62.0,105.1,16.6,3516.0,137.0,8.1,36.2,11.9,Antrenament
1401,CITROEN,CITROEN Berlingo (2018-Present),Small MPV,Diesel,100.0,250.0,1499.0,173.2,72.8,71.3,109.6,27.4,3082.0,106.0,12.3,54.7,14.0,Antrenament
1402,VOLKSWAGEN,VOLKSWAGEN Touran (2015-Present),Small MPV,Diesel,150.0,340.0,1968.0,178.2,72.0,65.3,109.9,29.5,3571.0,128.0,9.3,49.0,15.3,Antrenament
1403,CITROEN,CITROEN Berlingo (2018-Present),Small MPV,Diesel,130.0,300.0,1499.0,173.2,72.8,71.3,109.6,27.4,3153.0,115.0,10.3,54.7,14.0,Antrenament
1404,FIAT,FIAT 500L (2017-Present),Small MPV,Gasoline,95.0,200.0,1248.0,167.0,70.2,65.3,102.8,14.5,3053.0,105.0,14.8,60.3,13.2,Antrenament
1405,FIAT,FIAT 500L (2017-Present),Small MPV,Gasoline,120.0,215.0,1368.0,167.0,70.2,65.3,102.8,14.5,3053.0,117.0,10.6,48.0,13.2,Antrenament
1406,BMW,BMW 2 Series Active Tourer (2021-Present),Small MPV,Gasoline,136.0,230.0,1499.0,172.7,71.8,62.0,105.1,16.6,3406.0,133.0,9.0,34.6,11.9,Test
1407,VOLKSWAGEN,VOLKSWAGEN Touran (2015-Present),Small MPV,Gasoline,116.0,190.0,999.0,178.2,72.0,65.3,109.9,29.5,3219.0,119.0,11.3,42.8,15.3,Test
1408,CITROEN,CITROEN Berlingo (2018-Present),Small MPV,Diesel,75.0,230.0,1499.0,173.2,72.8,71.3,109.6,27.4,3082.0,94.0,16.5,57.4,14.0,Test
1409,NISSAN,NISSAN Cube (2008-Present),Small MPV,Gasoline,110.0,153.0,1598.0,156.7,66.7,65.7,99.6,9.0,2535.0,106.0,12.4,35.6,11.9,Test
1410,FIAT,FIAT 500L (2017-Present),Small MPV,Gasoline,95.0,200.0,1248.0,167.0,70.2,65.3,102.8,14.5,3053.0,106.0,13.9,57.4,13.2,Test
1411,NISSAN,NISSAN Cube (2008-Present),Small MPV,Gasoline,116.0,156.0,1498.0,156.7,66.7,65.7,99.6,9.0,2646.0,106.0,10.0,39.2,11.9,Test
1412,NISSAN,NISSAN Cube (2008-Present),Small MPV,Gasoline,109.0,148.0,1498.0,156.7,66.7,65.7,99.6,9.0,2756.0,106.0,13.3,36.8,11.9,Test
1413,VOLKSWAGEN,VOLKSWAGEN Touran (2015-Present),Small MPV,Diesel,110.0,249.0,1598.0,178.2,72.0,65.3,109.9,29.5,3393.0,116.0,11.9,53.5,15.3,Test
1414,VOLKSWAGEN,VOLKSWAGEN Touran (2015-Present),Small MPV,Gasoline,150.0,249.0,1395.0,178.2,72.0,65.3,109.9,29.5,3258.0,130.0,8.9,43.6,15.3,Test
1415,VOLKSWAGEN,VOLKSWAGEN Touran (2015-Present),Small MPV,Diesel,190.0,400.0,1968.0,178.2,72.0,65.3,109.9,29.5,3627.0,137.0,8.2,49.0,15.3,Test
1416,SKODA,2020 Skoda Kamiq,Small SUV,Gasoline,95.0,175.0,999.0,167.0,70.6,60.3,104.4,14.1,2511.0,112.0,11.1,46.1,13.2,Antrenament
1417,SUZUKI,SUZUKI Vitara (2018-Present),Small SUV,Hybrid,129.0,235.0,1373.0,164.4,69.9,63.4,98.4,13.2,2657.0,118.0,9.8,41.3,12.4,Antrenament
1418,MERCEDES BENZ,2021 Mercedes-Benz GLA,Small SUV,Diesel,190.0,400.0,1951.0,173.6,72.2,63.4,107.4,15.4,3516.0,136.0,7.3,44.4,11.4,Antrenament
1419,MAZDA,MAZDA CX-30 (2019-Present),Small SUV,Gasoline,122.0,213.0,1998.0,173.0,70.7,60.6,104.5,15.2,3166.0,116.0,11.2,35.6,13.5,Antrenament
1420,SUZUKI,SUZUKI Grand Vitara 3 Doors (2008-Present),Small SUV,Gasoline,106.0,145.0,1586.0,152.2,71.3,66.7,96.1,6.5,3102.0,99.0,14.4,28.7,14.5,Antrenament
1421,FORD,FORD EcoSport (2017-Present),Small SUV,Gasoline,125.0,170.0,999.0,161.3,69.5,65.1,99.2,11.8,2919.0,112.0,11.6,40.6,13.6,Antrenament
1422,CHEVROLET,CHEVROLET Captiva (2011-Present),Small SUV,Gasoline,167.0,230.0,2384.0,184.0,72.8,68.0,106.6,3.4,4118.0,109.0,11.08,25.3,17.2,Antrenament
1423,CHEVROLET,CHEVROLET Captiva (2011-Present),Small SUV,Gasoline,167.0,230.0,2384.0,184.0,72.8,68.0,106.6,3.4,4063.0,116.0,10.3,25.3,17.2,Antrenament
1424,MERCEDES BENZ,2021 Mercedes-Benz GLA,Small SUV,Gasoline,225.0,350.0,1991.0,173.6,72.2,63.4,107.4,15.4,3362.0,149.0,6.7,33.1,11.4,Antrenament
1425,FORD,FORD Kuga (2019-Present),Small SUV,Diesel,180.0,400.0,1997.0,178.4,82.1,66.7,105.9,16.1,3783.0,124.0,10.0,45.2,14.3,Antrenament
1426,SUZUKI,SUZUKI Vitara (2018-Present),Small SUV,Gasoline,140.0,220.0,1373.0,164.4,69.9,63.4,98.4,13.2,2469.0,124.0,9.5,40.6,12.4,Antrenament
1427,SEAT,SEAT Arona (2021-Present),Small SUV,Gasoline,110.0,200.0,999.0,163.5,70.1,61.1,101.0,14.1,2553.0,118.0,10.1,39.9,10.6,Antrenament
1428,SUZUKI,SUZUKI Vitara (2018-Present),Small SUV,Gasoline,140.0,220.0,1373.0,164.4,69.9,63.4,98.4,13.2,2690.0,124.0,10.2,37.3,12.4,Antrenament
1429,FORD,FORD Kuga (2019-Present),Small SUV,Diesel,180.0,400.0,1997.0,178.4,82.1,66.7,105.9,16.1,3752.0,126.0,9.2,45.2,14.3,Antrenament
1430,MERCEDES BENZ,2021 Mercedes-Benz GLA,Small SUV,Diesel,190.0,400.0,1951.0,173.6,72.2,63.4,107.4,15.4,3395.0,135.0,7.4,48.0,11.4,Antrenament
1431,FORD,FORD Kuga (2019-Present),Small SUV,Diesel,120.0,270.0,1499.0,178.4,82.1,66.7,105.9,16.1,3538.0,106.0,12.4,49.0,14.3,Antrenament
1432,FORD,FORD EcoSport (2017-Present),Small SUV,Gasoline,125.0,170.0,999.0,161.3,69.5,65.1,99.2,11.8,2822.0,112.0,12.7,45.2,13.6,Antrenament
1433,SEAT,SEAT Arona (2021-Present),Small SUV,Gasoline,110.0,200.0,999.0,163.5,70.1,61.1,101.0,14.1,2515.0,118.0,10.3,44.4,10.6,Antrenament
1434,VOLKSWAGEN,2019 Volkswagen T-Cross,Small SUV,Gasoline,115.0,200.0,998.0,161.8,70.2,62.4,100.8,10.1,2767.0,120.0,10.2,39.9,10.6,Antrenament
1435,SKODA,2020 Skoda Kamiq,Small SUV,Diesel,115.0,250.0,1598.0,167.0,70.6,60.3,104.4,14.1,2780.0,120.0,10.2,56.0,13.2,Antrenament
1436,FORD,FORD EcoSport (2017-Present),Small SUV,Diesel,125.0,300.0,1499.0,161.3,69.5,65.1,99.2,11.8,3210.0,112.0,10.9,52.3,13.6,Antrenament
1437,TOYOTA,TOYOTA Corolla Cross (2022-Present),Small SUV,Hybrid Gasoline,152.0,190.0,1987.0,175.6,71.9,63.8,103.9,25.2,3186.0,112.0,7.6,47.0,11.4,Antrenament
1438,SEAT,SEAT Ateca (2020-Present),Small SUV,Diesel,150.0,340.0,1968.0,171.8,72.5,63.6,103.9,17.1,3269.0,124.0,8.8,50.0,14.5,Antrenament
1439,SEAT,SEAT Arona (2021-Present),Small SUV,Gasoline,95.0,175.0,999.0,163.5,70.1,61.1,101.0,14.1,2447.0,113.0,11.5,43.6,10.6,Antrenament
1440,SUZUKI,SUZUKI Vitara (2018-Present),Small SUV,Gasoline,140.0,220.0,1373.0,164.4,69.9,63.4,98.4,13.2,2524.0,124.0,9.5,39.9,12.4,Antrenament
1441,FORD,FORD EcoSport (2017-Present),Small SUV,Gasoline,125.0,170.0,999.0,161.3,69.5,65.1,99.2,20.9,2919.0,112.0,11.6,25.0,13.6,Antrenament
1442,TOYOTA,TOYOTA Corolla Cross (2022-Present),Small SUV,Hybrid Gasoline,152.0,190.0,1987.0,175.6,71.9,63.8,103.9,25.2,3325.0,112.0,7.5,42.8,11.4,Antrenament
