ID,Company,Model,Segment,Fuel,Power(HP),Torque(Nm),Displacement,Length,Width,Height,Wheelbase,Cargo Volume,Unladen Weight,Top Speed,Acceleration 0-62 Mph (0-100 kph),Combined mpg,Fuel capacity,Partition
568,AUDI,AUDI A5 Sportback (2019-Present),Medium,Diesel,286.0,620.0,2967.0,187.3,72.6,55.0,111.2,16.4,3902.0,155.0,5.3,37.9,15.3,Antrenament
569,JAGUAR,JAGUAR XF (2015-Present),Medium,Diesel,181.0,430.0,1999.0,195.0,74.0,57.4,116.5,19.1,3494.0,136.0,8.0,54.7,17.4,Antrenament
570,AUDI,AUDI A5 Sportback (2011-Present),Medium,Diesel,150.0,320.0,1968.0,185.5,73.0,54.8,110.6,17.0,3649.0,132.0,9.4,52.3,16.6,Antrenament
571,JAGUAR,JAGUAR XF (2015-Present),Medium,Diesel,163.0,380.0,1999.0,195.0,74.0,57.4,116.5,19.1,3406.0,132.0,8.7,60.3,17.4,Antrenament
572,AUDI,AUDI A5 Sportback (2011-Present),Medium,Gasoline,144.0,281.0,1798.0,185.5,73.0,54.8,110.6,17.0,3450.0,137.0,9.3,40.6,16.6,Antrenament
573,MERCEDES BENZ,MERCEDES BENZ E-Class T-Modell (S213) (2016-Present),Medium,Gasoline,211.0,350.0,1991.0,194.2,72.9,58.1,115.7,23.7,3792.0,151.0,7.2,35.6,13.2,Antrenament
574,TOYOTA,TOYOTA Avensis Wagon (2015-Present),Medium,Diesel,143.0,320.0,1598.0,189.8,71.3,58.3,106.3,19.2,3450.0,124.0,9.8,51.1,15.9,Antrenament
575,VOLKSWAGEN,VOLKSWAGEN Passat Alltrack (2019-Present),Medium,Gasoline,272.0,350.0,1984.0,188.2,73.0,60.1,109.8,22.6,3737.0,155.0,5.9,28.0,17.4,Antrenament
576,AUDI,AUDI A5 Sportback (2011-Present),Medium,Diesel,189.0,400.0,1968.0,185.5,73.0,54.8,110.6,17.0,3704.0,143.0,7.8,52.3,16.6,Antrenament
577,AUDI,AUDI A5 Sportback (2011-Present),Medium,Diesel,136.0,320.0,1968.0,185.5,73.0,54.8,110.6,17.0,3704.0,127.0,9.4,51.1,16.6,Antrenament
578,AUDI,AUDI A5 Sportback (2011-Present),Medium,Diesel,150.0,320.0,1968.0,185.5,73.0,54.8,110.6,17.0,3704.0,127.0,9.4,51.1,16.6,Antrenament
579,PEUGEOT,2018 Peugeot SW,Medium,Diesel,163.0,400.0,1997.0,187.0,75.1,55.9,110.0,18.7,3395.0,140.0,8.5,52.3,14.5,Antrenament
580,CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,114.0,270.0,1560.0,168.3,71.3,60.0,102.8,12.7,3148.0,118.0,12.4,53.5,15.9,Antrenament
581,OPEL,OPEL Insignia Sports Tourer (2017-Present),Medium,Gasoline,140.0,250.0,1490.0,196.3,73.3,59.1,111.4,19.8,3278.0,129.0,10.2,39.2,16.4,Antrenament
582,AUDI,AUDI A5 Sportback (2019-Present),Medium,Gasoline,204.0,320.0,1984.0,187.3,72.6,55.0,111.2,16.4,3340.0,130.0,7.2,39.2,14.3,Antrenament
583,CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,136.0,320.0,1997.0,168.3,71.3,60.0,102.8,12.7,3298.0,127.0,9.4,48.0,15.9,Antrenament
584,MERCEDES BENZ,MERCEDES BENZ E-Class T-Modell (S213) (2016-Present),Medium,Diesel,195.0,400.0,1950.0,194.2,72.9,58.1,115.7,23.7,3924.0,146.0,7.7,51.1,13.2,Antrenament
585,CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,114.0,270.0,1560.0,168.3,71.3,60.0,102.8,12.7,3124.0,118.0,12.4,54.7,15.9,Antrenament
586,CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,94.0,229.0,1560.0,168.3,71.3,60.0,102.8,12.7,2978.0,112.0,14.3,53.5,15.9,Antrenament
587,TOYOTA,TOYOTA Avensis (2015-Present),Medium,Gasoline,147.0,180.0,1798.0,187.0,71.3,58.3,106.3,18.0,3219.0,124.0,10.4,38.6,15.9,Antrenament
588,OPEL,OPEL Insignia Sports Tourer (2017-Present),Medium,Gasoline,165.0,250.0,1490.0,196.3,73.3,59.1,111.4,19.8,3278.0,135.0,9.2,38.6,16.4,Antrenament
589,MERCEDES BENZ,2024 Mercedes-Benz E-Class Estate,Medium,Mild Hybrid Diesel,197.0,440.0,1993.0,194.8,74.0,57.8,116.6,21.7,4222.0,143.0,7.9,41.3,17.4,Antrenament
590,TOYOTA,TOYOTA Avensis Wagon (2015-Present),Medium,Gasoline,147.0,180.0,1798.0,189.8,71.3,58.3,106.3,19.2,3285.0,124.0,10.7,39.2,15.9,Antrenament
591,JAGUAR,JAGUAR XF (2015-Present),Medium,Diesel,163.0,380.0,1999.0,195.0,74.0,57.4,116.5,19.1,3428.0,132.0,8.7,56.0,17.4,Test
592,AUDI,AUDI A5 Sportback (2019-Present),Medium,Gasoline,265.0,370.0,1984.0,187.3,72.6,55.0,111.2,16.4,3516.0,155.0,5.6,32.7,15.3,Test
593,OPEL,OPEL Insignia Hatchback (2013-Present),Medium,Gasoline,325.0,435.0,2792.0,190.1,73.0,58.9,107.7,17.6,3313.5,155.3,6.9,22.0,18.5,Test
594,AUDI,AUDI A5 Sportback (2011-Present),Medium,Diesel,136.0,320.0,1968.0,185.5,73.0,54.8,110.6,17.0,3649.0,132.0,9.5,56.0,16.6,Test
595,HYUNDAI,HYUNDAI i30 Coupe (2012-Present),Medium,Gasoline,135.0,167.0,1591.0,169.3,70.1,57.9,104.3,13.3,2793.0,121.0,9.9,39.2,14.0,Test
596,PEUGEOT,2018 Peugeot SW,Medium,Diesel,131.0,300.0,1499.0,187.0,75.1,55.9,110.0,18.7,3153.0,130.0,9.9,60.3,14.5,Test
597,TOYOTA,TOYOTA Avensis (2015-Present),Medium,Diesel,111.0,270.0,1598.0,187.0,71.3,58.3,106.3,18.0,3318.0,115.0,11.4,56.0,15.9,Test
598,AUDI,AUDI A5 Sportback (2011-Present),Medium,Gasoline,226.0,350.0,1984.0,185.5,73.0,54.8,110.6,17.0,3538.0,147.0,7.2,39.9,16.6,Test
599,KIA,KIA Optima Sportswagon (2018-Present),Medium,Gasoline,180.0,265.0,1591.0,191.1,73.2,57.9,110.4,19.5,3296.0,130.0,8.9,38.6,18.5,Test
600,CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,163.0,339.0,1997.0,168.3,71.3,60.0,102.8,12.7,3395.0,129.0,9.9,41.3,15.9,Test
601,AUDI,AUDI A6 (2018-Present),Medium,Diesel,163.0,370.0,1968.0,194.4,83.1,57.4,115.1,18.7,3627.0,138.0,9.3,54.7,16.6,Test
602,VOLKSWAGEN,2020 Volkswagen Passat Variant,Medium,Gasoline,272.0,250.0,1498.0,187.9,72.1,59.7,109.7,23.0,3230.0,133.0,8.9,38.6,17.4,Test
603,LEXUS,2014 Lexus IS,Medium,Gasoline,310.0,376.0,3499.0,183.7,71.3,56.3,110.2,13.8,3737.0,131.0,5.9,21.0,17.4,Test
604,AUDI,AUDI A5 Sportback (2011-Present),Medium,Diesel,189.0,400.0,1968.0,185.5,73.0,54.8,110.6,17.0,3880.0,144.0,7.4,46.1,16.6,Test
605,VOLKSWAGEN,2020 Volkswagen Passat Variant,Medium,Gasoline,272.0,250.0,1498.0,187.9,72.1,59.7,109.7,23.0,3241.0,133.0,8.9,36.2,17.4,Test
606,LEXUS,2014 Lexus IS,Medium,Gasoline,204.0,251.0,2494.0,183.7,71.3,56.3,110.2,13.8,3461.0,140.0,8.0,24.0,17.4,Test
607,CITROEN,CITROEN DS4 (2010-Present),Medium,Diesel,111.0,285.0,1560.0,168.3,71.3,60.0,102.8,12.7,2810.9,118.1,11.3,50.0,15.9,Test
608,TOYOTA,TOYOTA Avensis Wagon (2015-Present),Medium,Diesel,111.0,270.0,1598.0,189.8,71.3,58.3,106.3,19.2,3384.0,115.0,11.7,56.0,15.9,Test
609,LEXUS,2014 Lexus IS,Medium,Gasoline,207.0,249.0,2494.0,183.7,71.3,56.3,110.2,17.0,3428.0,140.0,8.1,35.1,17.4,Test
610,LEXUS,2014 Lexus IS,Medium,Gasoline,310.0,376.0,3499.0,183.7,71.3,56.3,110.2,13.8,3594.0,143.0,5.8,22.0,17.4,Test
611,OPEL,OPEL Insignia Hatchback (2013-Present),Medium,Gasoline,140.0,201.0,1364.0,193.4,73.1,59.6,107.8,19.1,3578.0,127.0,10.9,42.0,18.5,Test
612,CITROEN,CITROEN DS4 (2010-Present),Medium,Gasoline,163.0,240.0,1598.0,168.3,71.3,60.0,102.8,12.7,3232.0,132.0,9.3,30.5,15.9,Test
613,VOLVO,VOLVO V60 (2018-Present),Medium,Diesel,150.0,320.0,1969.0,187.4,72.8,56.2,113.1,18.7,3737.0,127.0,9.9,46.1,15.9,Test
614,JAGUAR,JAGUAR XF (2015-Present),Medium,Diesel,300.0,700.0,2993.0,195.0,74.0,57.4,116.5,19.1,3858.0,155.0,6.4,42.8,17.4,Test
615,CITROEN,CITROEN DS4 (2010-Present),Medium,Gasoline,156.0,240.0,1598.0,168.3,71.3,60.0,102.8,12.7,2775.6,133.0,9.0,36.2,15.9,Test
616,AUDI,AUDI A5 Sportback (2019-Present),Medium,Gasoline,204.0,320.0,1984.0,187.3,72.6,55.0,111.2,16.4,3494.0,130.0,6.8,37.3,15.3,Test
617,PEUGEOT,2018 Peugeot SW,Medium,Diesel,131.0,300.0,1499.0,187.0,75.1,55.9,110.0,18.7,3153.0,130.0,10.1,61.9,14.5,Test
618,VOLKSWAGEN,VOLKSWAGEN Passat (2019-Present),Medium,Diesel,150.0,360.0,1968.0,188.0,72.1,58.4,109.7,20.7,3362.0,139.0,8.9,50.0,15.6,Test
619,JAGUAR,JAGUAR XF (2015-Present),Medium,Diesel,181.0,430.0,1999.0,195.0,74.0,57.4,116.5,19.1,3516.0,136.0,8.1,54.7,17.4,Test
620,VOLKSWAGEN,VOLKSWAGEN Passat (2019-Present),Medium,Gasoline,150.0,250.0,1498.0,188.0,72.1,58.4,109.7,20.7,3164.0,137.0,8.7,37.9,15.6,Test
621,VOLVO,VOLVO V60 Cross Country (2018-Present),Medium,Gasoline,250.0,350.0,1969.0,188.3,80.3,59.1,113.2,18.7,4001.0,143.0,6.8,29.8,15.9,Test
622,AUDI,AUDI A5 Sportback (2011-Present),Medium,Diesel,218.0,500.0,2967.0,185.5,73.0,54.8,110.6,17.0,3990.0,149.0,6.4,38.6,16.6,Test
623,HYUNDAI,HYUNDAI i30 Coupe (2012-Present),Medium,Gasoline,135.0,167.0,1591.0,169.3,70.1,57.9,104.3,13.3,2864.0,119.0,11.0,35.1,14.0,Test
624,VOLVO,VOLVO V60 (2018-Present),Medium,Diesel,190.0,400.0,1969.0,187.4,72.8,56.2,113.1,18.7,3737.0,137.0,7.6,42.8,15.9,Test
625,JAGUAR,JAGUAR XF (2015-Present),Medium,Diesel,240.0,500.0,1999.0,195.0,74.0,57.4,116.5,19.1,3836.0,153.0,6.5,42.8,17.4,Test
626,AUDI,AUDI A5 Sportback (2019-Present),Medium,Diesel,204.0,400.0,1968.0,187.3,72.6,55.0,111.2,16.4,3373.0,130.0,7.4,49.0,10.6,Test
627,MERCEDES BENZ,MERCEDES BENZ E-Class T-Modell (S213) (2016-Present),Medium,Diesel,258.0,620.0,2987.0,194.2,72.9,58.1,115.7,23.7,4167.0,155.0,6.0,40.6,13.2,Test
628,VOLKSWAGEN,VOLKSWAGEN Passat (2019-Present),Medium,Diesel,120.0,250.0,1598.0,188.0,72.1,56.6,109.7,20.7,3307.0,127.0,11.3,43.6,15.6,Test
629,HYUNDAI,HYUNDAI i30 Coupe (2012-Present),Medium,Diesel,128.0,260.0,1582.0,169.3,70.1,57.9,104.3,13.3,3009.0,116.0,11.7,42.8,14.0,Test
630,LEXUS,2014 Lexus IS,Medium,Gasoline,204.0,251.0,2494.0,183.7,71.3,56.3,110.2,13.8,3649.0,131.0,8.6,23.0,17.4,Test
631,KIA,KIA Optima Sportswagon (2018-Present),Medium,Gasoline,242.0,353.0,1998.0,191.1,73.2,57.9,110.4,19.5,3704.0,144.0,7.5,25.6,18.5,Test
632,SEAT,SEAT Leon X-Perience (2014-Present),Medium,Diesel,184.0,380.0,1968.0,178.9,71.5,58.3,103.5,20.7,3371.0,139.0,7.1,48.0,14.5,Test
633,OPEL,OPEL Insignia Hatchback (2013-Present),Medium,Diesel,131.0,300.0,1956.0,190.1,73.0,58.9,107.7,17.6,3313.5,127.3,11.1,44.4,18.5,Test
634,OPEL,OPEL Insignia Hatchback (2013-Present),Medium,Diesel,194.0,400.0,1956.0,190.1,73.0,58.9,107.7,17.6,3313.5,142.0,8.8,40.0,18.5,Test
635,JAGUAR,JAGUAR XF (2015-Present),Medium,Gasoline,300.0,400.0,1997.0,195.0,74.0,57.4,116.5,19.1,3781.0,155.0,5.5,32.7,17.4,Test
636,AUDI,AUDI A5 Sportback (2011-Present),Medium,Gasoline,272.0,400.0,2995.0,185.5,73.0,54.8,110.6,17.0,3946.0,155.0,6.0,30.9,16.6,Test
637,VOLVO,VOLVO V60 (2018-Present),Medium,Gasoline,250.0,350.0,1969.0,187.4,72.8,56.2,113.1,18.7,3737.0,146.0,6.5,30.5,15.9,Test
638,SEAT,SEAT Leon X-Perience (2014-Present),Medium,Gasoline,181.0,281.0,1798.0,178.9,71.5,58.3,103.5,20.7,3276.0,137.0,7.2,36.2,14.5,Test
639,AUDI,AUDI A5 Sportback (2011-Present),Medium,Gasoline,177.0,320.0,1798.0,185.5,73.0,54.8,110.6,17.0,3527.0,137.0,8.4,39.9,16.6,Test
640,AUDI,AUDI A5 Sportback (2019-Present),Medium,Diesel,163.0,370.0,1968.0,187.3,72.6,55.0,111.2,16.4,3351.0,130.0,8.4,54.7,10.6,Test
641,AUDI,AUDI R8 Coupe (2018-Present),Coupe,Gasoline,540.0,540.0,5204.0,174.4,80.2,48.7,104.3,4.0,3494.0,201.0,3.7,18.2,21.9,Antrenament
642,JAGUAR,JAGUAR F-Type Coupe (2020-Present),Coupe,Gasoline,380.0,460.0,2995.0,176.5,75.7,51.6,103.2,10.9,3631.0,171.0,4.9,27.4,18.5,Antrenament
643,MERCEDES BENZ,MERCEDES BENZ E-Class Coupe (C238) (2016-Present),Coupe,Gasoline,184.0,300.0,1991.0,190.0,73.2,56.3,113.1,15.0,3825.0,146.0,8.0,31.4,17.4,Antrenament
644,MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,156.0,250.0,1595.0,184.5,71.3,55.3,111.8,14.1,3318.0,139.0,8.8,39.9,17.4,Antrenament
645,JAGUAR,JAGUAR F-Type Coupe (2020-Present),Coupe,Gasoline,450.0,580.0,5000.0,176.5,75.7,51.6,103.2,10.9,3825.0,177.0,4.6,22.4,18.5,Antrenament
646,RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Diesel,235.0,450.0,2993.0,182.7,71.3,55.0,106.0,14.9,3593.5,150.0,7.3,32.7,17.4,Antrenament
647,BMW,BMW M4 CS (F82) (2017-Present),Coupe,Gasoline,460.0,600.0,2979.0,183.9,73.6,54.7,110.7,15.7,3483.0,174.0,3.9,28.0,15.9,Antrenament
648,MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,211.0,350.0,1991.0,184.5,71.3,55.3,111.8,14.1,3395.0,155.0,6.8,39.9,17.4,Antrenament
649,DODGE,DODGE Challenger SRT (2015-Present),Coupe,Gasoline,717.0,881.0,6166.0,197.7,75.7,57.1,116.0,16.2,4438.0,197.0,3.3,16.0,18.5,Antrenament
650,RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Diesel,150.0,340.0,1995.0,182.7,71.3,55.0,106.0,14.9,3322.0,130.0,9.5,40.6,17.4,Antrenament
651,AUDI,AUDI R8 Coupe (2018-Present),Coupe,Gasoline,570.0,560.0,5204.0,174.4,80.2,48.7,104.3,4.0,3660.0,201.0,3.4,18.2,21.9,Antrenament
652,BMW,BMW 4 Series Coupe (G22) (2020-Present),Coupe,Gasoline,184.0,300.0,1998.0,187.7,72.9,54.4,112.2,15.5,3527.0,149.0,7.5,40.6,15.6,Antrenament
653,PORSCHE,PORSCHE 911 Carrera S (992) (2019-Present),Coupe,Gasoline,450.0,530.0,2981.0,177.9,79.7,51.2,96.5,4.6,3428.0,191.0,4.2,23.3,16.9,Antrenament
654,BMW,BMW 4 Series Coupe (G22) (2020-Present),Coupe,Mild Hybrid,374.0,500.0,2998.0,187.7,72.9,54.4,112.2,15.5,4001.0,155.0,4.5,33.1,15.6,Antrenament
655,RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Gasoline,240.0,330.0,3498.0,182.7,71.3,55.0,106.0,14.9,3355.4,151.6,7.4,23.5,17.4,Antrenament
656,AUDI,AUDI R8 Coupe (2018-Present),Coupe,Gasoline,620.0,580.0,5204.0,174.4,80.2,48.7,104.3,4.0,3516.0,206.0,3.1,18.0,19.3,Antrenament
657,BMW,BMW M2 Competition (2018-Present),Coupe,Gasoline,410.0,550.0,2979.0,175.6,73.0,55.5,106.0,13.8,3638.0,174.0,4.2,25.6,13.7,Antrenament
658,MERCEDES BENZ,MERCEDES BENZ E-Class Coupe (C238) (2016-Present),Coupe,Gasoline,184.0,300.0,1991.0,190.0,73.2,56.3,113.1,15.0,3649.0,149.0,7.8,33.1,17.4,Antrenament
659,BMW,BMW 4 Series Coupe (G22) (2020-Present),Coupe,Gasoline,258.0,400.0,1998.0,187.7,72.9,54.4,112.2,15.5,3571.0,155.0,5.8,38.6,15.6,Antrenament
660,PORSCHE,PORSCHE 911 Targa 4S (992) (2020-Present),Coupe,Gasoline,450.0,530.0,2981.0,177.9,72.9,51.1,96.5,4.7,3616.0,189.0,4.4,22.8,17.7,Antrenament
661,DODGE,DODGE Challenger SRT (2015-Present),Coupe,Gasoline,492.0,644.0,6410.0,197.7,75.7,57.1,116.0,16.2,4251.0,177.0,5.0,18.0,18.5,Antrenament
662,PORSCHE,PORSCHE 911 Carrera Coupe (992) (2019-Present),Coupe,Gasoline,385.0,450.0,2981.0,177.9,80.4,51.2,96.5,4.6,3454.0,182.0,4.0,20.0,16.9,Antrenament
663,FORD,FORD Mustang Shelby GT350 (2015-Present),Coupe,Gasoline,533.0,582.0,5163.0,188.3,75.9,54.2,107.1,13.5,3796.0,155.0,4.4,16.0,16.1,Antrenament
664,PORSCHE,PORSCHE 911 GT3 (992) (2021-Present),Coupe,Gasoline,510.0,470.0,3996.0,180.0,72.9,50.4,96.7,4.7,3164.0,198.0,3.4,19.0,16.9,Antrenament
665,PORSCHE,PORSCHE 911 GT3 (992) (2021-Present),Coupe,Gasoline,510.0,470.0,3996.0,180.0,72.9,50.4,96.7,4.7,3126.0,199.0,3.8,17.7,16.9,Antrenament
666,BMW,BMW 4 Series Coupe (G22) (2020-Present),Coupe,Mild Hybrid Diesel,190.0,400.0,1995.0,187.7,72.9,54.4,112.2,15.5,3847.0,148.0,7.4,51.1,15.6,Antrenament
667,BMW,BMW M2 CS (2019-Present),Coupe,Gasoline,450.0,550.0,2979.0,175.6,73.7,55.7,106.0,13.8,3583.0,174.0,4.2,22.6,13.7,Antrenament
668,PORSCHE,PORSCHE 911 Targa 4S (992) (2020-Present),Coupe,Gasoline,450.0,530.0,2981.0,177.9,72.9,51.1,96.5,4.7,3693.0,189.0,3.6,23.8,17.7,Antrenament
669,LEXUS,LEXUS RC (2018-Present),Coupe,Hybrid,185.0,221.0,2494.0,185.2,72.6,54.7,107.5,10.1,3825.0,118.0,8.6,39.9,17.4,Antrenament
670,DODGE,DODGE Challenger SRT (2015-Present),Coupe,Gasoline,717.0,881.0,6166.0,197.7,75.7,57.1,116.0,16.2,4160.0,199.0,3.2,16.0,18.5,Antrenament
671,JAGUAR,JAGUAR F-Type Coupe (2020-Present),Coupe,Gasoline,450.0,580.0,5000.0,176.5,75.7,51.6,103.2,10.9,4008.0,177.0,4.6,21.8,18.5,Antrenament
672,MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Diesel,204.0,500.0,2143.0,184.5,71.3,55.3,111.8,14.1,3627.0,153.0,6.7,53.5,17.4,Antrenament
673,MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,184.0,300.0,1991.0,184.5,71.3,55.3,111.8,14.1,3318.0,147.0,7.7,39.9,17.4,Antrenament
674,MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,156.0,250.0,1595.0,184.5,71.3,55.3,111.8,14.1,3252.0,140.0,8.5,40.6,17.4,Antrenament
675,MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Diesel,204.0,500.0,2143.0,184.5,71.3,55.3,111.8,14.1,3715.0,149.0,6.9,47.0,17.4,Antrenament
676,RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Diesel,150.0,340.0,1995.0,182.7,71.3,55.0,106.0,14.9,3276.0,130.4,9.5,43.6,17.4,Antrenament
677,ASTON MARTIN,ASTON MARTIN V12 Vantage Roadster (2022-Present),Coupe,Gasoline,700.0,753.0,5204.0,177.7,78.0,50.2,106.5,7.1,4090.0,200.0,3.6,16.9,19.3,Antrenament
678,PORSCHE,PORSCHE 911 Targa 4 GTS (2021-Present),Coupe,Gasoline,480.0,570.0,2981.0,178.5,72.9,51.1,96.5,4.7,3715.0,191.0,3.5,23.8,17.7,Antrenament
679,JAGUAR,JAGUAR F-Type Coupe (2020-Present),Coupe,Gasoline,575.0,700.0,5000.0,176.5,75.7,51.6,103.2,10.9,4008.0,186.0,3.7,22.0,18.5,Antrenament
680,MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Diesel,170.0,400.0,2143.0,184.5,71.3,55.3,111.8,14.1,3682.0,143.0,7.6,47.0,17.4,Antrenament
681,RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Diesel,110.0,240.0,1461.0,182.7,71.3,55.0,106.0,14.9,3082.0,120.0,11.9,56.0,17.4,Antrenament
682,BMW,BMW M4 Coupe (G82) (2020-Present),Coupe,Gasoline,510.0,650.0,2993.0,188.7,74.3,54.8,112.5,15.5,3968.0,155.0,3.9,23.1,15.6,Antrenament
683,BMW,BMW M4 Coupe (G82) (2020-Present),Coupe,Gasoline,480.0,550.0,2993.0,188.7,74.3,54.8,112.5,15.5,3913.0,155.0,4.2,21.8,15.6,Antrenament
684,BMW,BMW 2 Series Coupe (G42) (2021-Present),Coupe,Gasoline,184.0,300.0,1998.0,178.6,72.4,54.7,107.9,13.8,3450.0,147.0,7.5,34.6,13.7,Antrenament
685,JAGUAR,JAGUAR F-Type Coupe (2020-Present),Coupe,Gasoline,300.0,400.0,1997.0,176.5,75.7,51.6,103.2,10.9,3805.0,171.0,5.1,25.0,16.6,Antrenament
686,BMW,BMW M2 CS (2019-Present),Coupe,Gasoline,450.0,550.0,2979.0,175.6,73.7,55.7,106.0,13.8,3638.0,174.0,4.0,24.5,13.7,Antrenament
687,RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Gasoline,204.0,300.0,1998.0,182.7,71.3,55.0,106.0,14.9,3148.2,144.1,7.8,28.6,17.4,Antrenament
688,RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Diesel,150.0,340.0,1995.0,182.7,71.3,55.0,106.0,14.9,3393.0,131.0,9.8,34.6,17.4,Antrenament
689,NISSAN,NISSAN 370z Nismo (2014-Present),Coupe,Gasoline,344.0,371.0,3696.0,173.6,73.6,51.6,100.4,8.3,3430.0,155.0,5.2,21.0,19.0,Antrenament
690,MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Diesel,170.0,400.0,2143.0,184.5,71.3,55.3,111.8,14.1,3538.0,145.0,7.8,53.5,17.4,Antrenament
691,BMW,BMW 2 Series Coupe (G42) (2021-Present),Coupe,Diesel,190.0,400.0,1995.0,178.6,72.4,54.7,107.9,13.8,3649.0,147.0,6.9,46.1,13.5,Antrenament
692,MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Diesel,170.0,400.0,2143.0,184.5,71.3,55.3,111.8,14.1,3560.0,145.0,7.5,54.7,17.4,Test
693,RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Diesel,178.0,400.0,1995.0,182.7,71.3,55.0,106.0,14.9,3393.0,139.0,8.5,36.2,17.4,Test
694,CHEVROLET,2015 Chevrolet Corvette C7 Z06,Coupe,Gasoline,659.0,881.0,6162.0,176.9,75.9,48.6,106.7,15.0,3524.0,196.0,3.7,16.7,18.5,Test
695,ALPINE,ALPINE A110 (2017-Present),Coupe,Gasoline,252.0,320.0,1800.0,164.5,70.8,49.3,95.2,3.5,2381.0,155.0,4.5,37.9,11.9,Test
696,MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,333.0,480.0,2996.0,184.5,71.3,55.3,111.8,14.1,3693.0,155.0,4.9,29.4,17.4,Test
697,BMW,BMW M2 Competition (2018-Present),Coupe,Gasoline,410.0,550.0,2979.0,175.6,73.0,55.5,106.0,13.8,3472.0,155.0,4.4,23.5,13.7,Test
698,JAGUAR,JAGUAR F-Type Coupe (2020-Present),Coupe,Gasoline,300.0,400.0,1997.0,176.5,75.7,51.6,103.2,10.9,3516.0,155.0,5.7,25.0,16.6,Test
699,TOYOTA,TOYOTA Supra (2019-Present),Coupe,Gasoline,258.0,400.0,1998.0,172.4,73.4,50.8,97.2,10.2,3075.0,155.0,5.2,34.1,13.7,Test
700,MERCEDES BENZ,MERCEDES BENZ E-Class Coupe (C238) (2016-Present),Coupe,Diesel,194.0,400.0,1950.0,190.0,73.2,56.3,113.1,15.0,3979.0,149.0,7.6,44.4,17.4,Test
701,BMW,BMW M2 (2022-Present),Coupe,Gasoline,460.0,550.0,2993.0,180.3,74.3,55.2,108.1,13.8,3748.0,155.0,4.3,23.5,13.7,Test
702,AUDI,AUDI R8 V10 performance RWD (2021-Present),Coupe,Gasoline,570.0,550.0,5204.0,174.4,76.4,48.7,104.3,4.0,3505.0,204.0,3.7,18.2,19.3,Test
703,MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,245.0,370.0,1991.0,184.5,71.3,55.3,111.8,14.1,3450.0,155.0,6.0,34.6,17.4,Test
704,MERCEDES BENZ,MERCEDES BENZ E-Class Coupe (C238) (2016-Present),Coupe,Diesel,258.0,620.0,2987.0,190.0,73.2,56.3,113.1,15.0,4167.0,155.0,6.0,37.3,17.4,Test
705,RENAULT,RENAULT Laguna Coupe (2008-Present),Coupe,Gasoline,170.0,270.0,1998.0,182.7,71.3,55.0,106.0,14.9,3262.8,136.7,9.2,26.7,17.4,Test
706,PORSCHE,PORSCHE 911 Carrera 4S (992) (2018-Present),Coupe,Gasoline,450.0,530.0,2981.0,177.9,79.7,51.2,96.5,4.7,3450.0,191.0,3.4,26.1,17.7,Test
707,CHEVROLET,2015 Chevrolet Corvette C7 Z06,Coupe,Gasoline,650.0,881.0,6162.0,176.9,75.9,48.6,106.7,15.0,3524.0,196.0,3.8,18.5,18.5,Test
708,BMW,BMW 4 Series Coupe (G22) (2020-Present),Coupe,Mild Hybrid Diesel,190.0,400.0,1995.0,187.7,72.9,54.4,112.2,15.5,3704.0,149.0,7.1,56.0,15.6,Test
709,MERCEDES BENZ,MERCEDES BENZ E-Class Coupe (C238) (2016-Present),Coupe,Diesel,194.0,400.0,1950.0,190.0,73.2,56.3,113.1,15.0,3825.0,150.0,7.4,51.1,17.4,Test
